,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-0.9670502,7.977641,-1.4714302,-5.9440656,3.016648,4.6934094,1.0967115,-2.9482362,1.9911275,-0.21429072,0.09011112,-4.4431324,1.4627596,-0.3114815,-3.0665803,2.1001759,3.3643801,2.3041291,-8.097757,-3.7273834
1,-0.37609804,8.260034,-0.34943867,-6.871322,4.239802,5.647695,3.9311821,-1.9047985,1.6397864,1.3808239,0.29202387,-4.500321,2.8092217,0.49511865,-3.0958989,2.3931441,1.1008877,1.0792432,-6.267762,-2.1397374
2,0.15401062,7.8643966,0.6260459,-5.1538763,3.8053737,5.605837,3.4573169,-2.107105,3.2560008,1.7756076,-0.24514222,-3.9271867,3.153192,0.7288457,-2.5989263,4.8097343,2.2189198,1.4158804,-4.788403,-3.2875898
3,1.0699433,7.7425966,-0.2581686,-4.247912,3.8195364,5.734372,1.2028291,-3.3552618,1.9911702,1.0879133,-0.5718692,-3.0868213,2.076313,2.9152837,-2.9376674,4.278927,0.1741331,1.5988096,-6.435948,-2.4724927
4,2.353424,8.50826,0.4591465,-2.3524284,3.666448,4.4657125,1.6048756,-3.0601225,1.2322738,0.6170734,-1.042869,-4.0064607,3.424598,1.3186693,-0.36155596,4.3922124,1.9288156,1.8626242,-8.645963,-3.408465
5,2.9879892,7.690891,0.82355714,-1.1809878,3.1719594,4.624883,1.1831887,-3.2938094,2.0099554,-0.462758,-3.0320134,-4.3360424,2.219405,0.40394285,0.66691715,3.6074739,3.6869335,2.139548,-9.550218,-1.062021
6,1.2699283,7.2175913,2.6011589,-0.50895125,2.7491813,5.036223,2.4235523,-2.895457,2.487626,-0.51674545,-1.2621236,-2.755233,0.36210975,0.85429686,-1.6711398,4.2396855,2.6810484,1.6870154,-9.366265,-0.5209823
7,2.8934865,6.193294,-0.81284225,-1.0446367,3.8412967,4.2498207,0.4592869,-2.9500146,1.7891321,-0.77000296,1.2578044,-2.9810386,2.528239,1.3010439,-2.8229437,4.885404,3.4547236,0.780737,-9.919452,0.21028143
8,0.74590075,4.64153,-0.20994256,-0.8579421,3.026187,1.7519315,-0.051105663,-4.108522,1.3882761,-0.79451907,0.35631698,-3.092485,2.2543423,-1.5339364,-2.1769183,4.9728737,4.3400636,0.2019747,-9.89087,-2.0544424
9,0.81989515,3.8652208,1.5579419,-1.1165603,3.0217996,2.1012218,0.59452873,-4.165784,0.82030344,0.10985021,-0.48809323,-2.7797618,3.0778818,-2.2978868,-2.0698693,2.9881833,3.5087473,1.879037,-9.322843,-2.2203922
