,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,0.11706157,1.263089,-0.7579407,-1.330132,0.63531804,0.6809262,-0.63284194,0.5323269,-0.43167603,0.8376878,0.752983,-3.0531511,0.7966296,-3.9842143,0.71427405,0.9730831,-0.26273066,0.14199358,0.95333517,-0.38969982
1,0.018555183,-0.15080492,0.7501607,-1.0520091,-0.5935933,-0.25622684,-1.6420327,0.68494946,-1.133145,1.0173991,0.65765613,-3.868402,-0.7572883,-1.768707,-1.2676462,0.7641447,0.14809705,0.5141617,0.5306976,-0.13316315
2,-0.5792839,-0.6217829,-0.35293746,-1.2550448,-1.0489815,-0.8483788,-0.83221805,-1.6960319,0.15927652,1.8622407,-1.6840316,-1.2171971,0.18095262,-0.6997788,-1.962374,1.0605065,0.8393177,1.3187906,0.87048334,-1.1665345
3,-0.24951065,0.3173364,0.3871243,0.2419173,0.091010414,-2.6020594,-0.8536622,-2.505125,0.4998371,0.5537898,0.12258194,-2.8677049,0.26029915,-0.26899195,-0.83194137,-0.08391962,-0.17731155,-0.7062596,-1.0330032,-1.4473606
4,0.8688023,-0.8244175,1.5297693,1.1738905,1.2112039,1.078737,-1.033981,-2.8402889,0.7049949,-0.15998922,-0.092764474,-1.8261262,1.2367257,-1.326309,-0.5544478,-1.2275473,0.32775846,-1.3055121,0.17425767,0.119480476
5,-1.5656307,0.88765067,1.505427,0.8756446,0.9720928,-0.032233093,-0.30954877,-1.6284118,0.16363326,-1.1495157,-1.2436754,-1.0243235,0.41035268,1.1096957,0.6993742,-2.144687,1.0360118,0.8957487,-0.6730615,1.564373
6,-0.598248,0.45343927,-0.051961556,0.56507266,-0.48150185,0.5883958,-0.48492584,0.69538534,-0.061909333,0.5333266,-2.0129306,0.5421539,1.5912697,1.1730337,-1.3990426,-2.0068839,-2.127474,0.19552836,-0.9302005,-1.1791223
7,-0.635951,-0.9632196,-0.46434858,0.37251237,1.3548049,-1.0341145,-0.6374596,-0.07149523,-0.428722,-0.45840007,-0.9874026,0.7059696,-0.43042192,1.6738718,-2.043221,-1.3632734,-1.878773,0.30531618,1.2930793,-1.4120957
8,0.85878384,-0.1449131,-1.3938792,0.06926856,-1.880443,-0.3117133,0.82891077,-0.43150583,-0.74691546,1.1321645,0.0115212565,-0.40869772,0.4834582,2.1979985,-2.105804,-1.1103472,-0.7410664,0.05492712,0.44813076,-1.841923
9,-0.033801857,-1.772573,-1.0082153,-0.22632696,0.3308511,1.6501144,0.8565143,0.32692933,1.9137558,-2.81118,-0.4756124,-1.6869706,0.36386994,2.530798,-1.8700541,-0.3266858,0.84022605,-0.2429356,2.2683506,-0.34480295
10,0.5593088,0.41919306,-0.18424952,-0.15816066,-0.041813858,1.2673641,1.8146014,0.11486059,-0.20287485,-1.6647571,-0.92798156,-1.1993071,0.41934803,1.2407396,-3.9833505,-0.081280336,-1.0837153,0.9746826,1.004134,-0.51034707
11,-0.064337164,0.95192397,-1.6269075,-0.49681062,-0.61147726,-0.717353,1.3745679,-2.0489135,-0.21503133,-0.14278916,2.1346262,-1.8852484,-0.1845046,0.20341092,-2.0114737,-0.25031498,-0.71609277,1.2955036,-2.1011198,-0.73018634
12,-0.24675083,2.2134888,-1.095906,-0.18949793,-1.2384527,-0.42420056,1.2785643,0.234309,0.65061706,-0.07523951,-0.77162296,-2.125102,1.9677674,1.5521644,-0.62866724,-0.78485215,0.851549,1.1099392,-0.96929353,-0.4798317
13,1.5363096,0.1829231,-1.0973314,-0.7046192,1.4329721,-0.8049197,0.074854255,-1.259125,1.2897453,-0.09793129,-0.069015,-0.49486244,-0.25742885,-1.1738094,-0.32540104,1.3638386,0.10420685,0.40157956,-1.0988485,-1.0613478
14,2.065652,0.77443796,-1.5544065,-1.2226,0.8331363,0.41153753,0.036127515,-2.3596818,0.74857914,0.35135692,1.0377581,-2.4327717,0.99198127,-1.4698125,2.0147374,1.0062957,0.32562003,-0.51099384,-0.5420279,1.2263757
15,2.1998515,0.043045595,-1.7066414,-0.6396496,-1.0543244,1.1665542,-0.97744024,-1.3094584,0.9758432,-1.0202084,-0.6238917,-3.0721436,0.4325606,-2.7178166,1.8006523,1.5278145,0.15456288,0.6409243,0.69765466,-0.31718725
16,2.0194135,0.60244215,-2.4546719,-0.6837988,-0.20879623,1.4519129,-1.1320546,-0.25858808,0.99523044,-0.48641562,-0.18882668,-3.9239101,0.81373686,-1.8832624,1.3516668,0.6086776,-0.6004665,0.6319885,1.558156,0.14346163
