,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-1.6600044,1.2423866,3.7167313,1.0301194,1.6213048,-0.15322645,-0.86472183,0.17023145,-0.04409071,-0.59471893,-1.694337,-0.38642445,-1.0452,0.07467729,1.4546689,0.97319776,2.1883817,1.8050896,0.703416,-2.9874754
1,-0.8311837,2.515902,3.4840064,-0.2794444,1.639534,-0.46885878,-0.31925935,0.4179545,-1.0038981,0.62526536,-1.1987195,-0.6658471,-0.785065,0.8461725,1.4176501,0.56833184,1.0154021,1.5297863,0.26503456,-3.9993706
2,-1.4606458,2.1690845,0.852807,-1.8389702,0.726179,1.6506416,0.84541494,0.9229731,-0.34185907,-0.47638586,0.84025913,-0.07830189,1.0375223,0.21999997,0.3031505,-0.8167941,1.6899472,-1.0136131,-0.84585744,-5.150936
3,0.32119426,0.29272333,-0.16539915,-1.6826148,0.0898963,2.0313125,1.4545586,-0.4295745,0.42882633,-0.55323106,2.2813606,-0.25035614,0.60964084,-0.8259148,0.8193215,0.1309569,1.0159804,1.1401454,1.5132164,-4.875673
4,0.22935736,-0.12333097,-1.4745495,0.8261533,-1.0513325,1.3278229,0.35411575,-0.78081113,0.20232712,-1.7255728,2.2933881,0.8764476,2.289252,-0.89761776,-0.023330955,-0.42665094,-0.3536997,0.9878556,3.8649056,-3.2213242
5,1.0702295,-2.4053807,-0.35045326,1.0679051,0.12076059,3.567694,-0.6953807,-1.164005,0.05906202,0.037841458,1.6710677,-1.9910856,3.1250954,-0.97598284,-2.1625373,0.78222317,0.0677443,0.4344594,3.4390574,-2.1150143
6,0.4871404,-1.7750683,-0.3440276,-0.6017031,0.32323506,3.8604598,-0.5575721,-1.0003593,0.46237847,-0.5396213,2.345743,-0.41041943,1.3800483,-0.8119877,-2.226065,0.9771534,-0.7082806,-0.44274765,1.3834378,-0.04159479
7,1.1722202,-0.9780212,0.7895727,-0.71535635,1.2622492,3.9611878,0.65467477,-0.3760362,1.3690567,-1.3685843,1.9609584,0.7703799,-1.0996131,-1.3112078,-2.3331876,1.1466095,-0.5248954,-0.20140034,-0.76895916,0.15287222
8,0.04202399,-1.9335907,-0.31236503,-0.023087,0.80910945,2.641343,0.45443645,0.9567114,-0.10258481,-1.3778223,1.4346362,-0.4023451,-0.37943554,-0.19570476,-1.9070858,2.0170653,0.30076984,-0.08020902,-2.6753628,-0.5991715
9,1.4503199,-2.1016867,1.3004386,0.968379,-0.017783744,2.3161662,0.81301504,1.5432961,-0.29497492,0.38576818,0.7929055,-0.75464654,-0.3344691,1.1772033,-0.6744527,2.6364505,0.56274444,-1.8675958,-3.397956,0.31642893
