,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-1.8475819,-0.7841701,-0.32201222,1.387484,0.17276575,-7.5606484,-0.028655512,-1.9921563,-0.36961472,-1.9524379,0.19965346,0.35852465,2.1639473,-1.5804359,-0.0023247371,5.6061063,-0.55609655,2.149329,-4.3219266,5.265956
1,-1.6984411,-0.40774566,1.6186899,0.9923664,-0.35375696,-6.758045,-1.0762701,1.666796,0.2747066,-1.0454565,-1.2467742,0.43627164,0.95005107,-2.302231,-1.8834202,2.3744156,-1.1093721,0.7368561,-3.4938235,4.0622344
2,-1.2809855,0.940312,0.61006516,0.9013074,-0.3803996,-4.354253,1.9259777,0.51472497,-0.041075088,0.8902723,-1.8249302,1.7783293,1.6599478,-2.2824466,-0.42532307,1.8572345,-2.4726279,0.27344674,-3.178556,4.005928
3,-0.25006115,-0.16496508,-0.28175294,0.23398162,0.08212988,-3.8160274,0.5891863,-1.3918419,0.9587405,0.92598706,-2.7031987,2.4294806,3.4709036,-2.4896274,-1.3923384,1.4678923,-1.5039186,-0.71562296,-5.2554626,4.7663713
4,-0.40872997,-0.3366854,0.4951592,0.42813838,-0.4834473,-3.0562441,-0.917565,0.6609386,0.062157594,0.5540983,-1.7187705,0.2380295,3.195349,-1.6347628,-0.67514795,1.5024679,0.7924882,-0.78295064,-5.4968324,5.095546
5,0.018664649,1.4352973,-1.2254627,-1.1591218,-0.88568914,-4.7937913,0.21159804,-1.8255862,0.6738619,-0.5847366,-2.2514331,-0.34477153,2.8666193,-2.2875528,-0.5556878,-0.8563477,0.64913017,-0.38290313,-2.551843,3.9498625
6,1.5800825,0.5020142,-0.28463483,-1.0716575,-1.1609527,-4.855759,0.8934855,-0.48471418,-0.019643428,-0.8465713,-1.7990494,0.5412407,2.3584092,-1.4317044,0.7564233,0.12972847,1.1027505,0.62110806,-2.464731,2.8822515
7,0.5924466,1.2720983,0.1481389,1.2714311,-2.0131507,-3.2710764,0.9370179,-0.16896394,-0.74860275,-0.5774619,-0.6991891,-0.79280424,0.17211257,-2.5773072,1.9348916,1.741963,1.3830334,2.234204,-1.8496323,1.2797136
8,-1.911739,-0.7830125,1.1506709,2.4016192,-1.6222172,-1.9033163,0.94298095,0.39483246,-0.9984529,0.5410615,-2.1628463,-1.608722,0.7553924,-1.8231028,1.2097199,-0.12691991,-0.40649,2.8634746,-0.70011234,0.11987785
9,-2.1173491,-0.44495773,-0.014730131,1.1513953,-0.33845803,0.6707563,3.4207766,-0.46888918,-0.91093695,-0.6589709,-2.0279403,-1.493687,0.02906472,-0.10299726,0.57506424,2.2094562,0.6692629,3.0057938,-1.1256522,0.9965366
10,0.2867762,-2.214421,2.033666,-0.9778518,0.42171532,0.9683578,1.5891933,1.6304337,-1.2673768,-0.5566395,-1.2688154,-0.80929005,-0.85901517,-0.87202704,2.0338886,0.3831203,-0.17155077,2.4181976,2.0122154,1.4134289
11,-1.7057147,0.1435154,0.27340177,-1.3313403,1.6206164,1.5725279,0.78362286,-0.28614527,-0.056936655,0.26376867,-0.38491917,0.50103426,0.79578406,0.13334174,1.14765,-0.3108464,0.47595924,-0.15916191,2.81772,0.30881295
12,-0.35337695,0.017691586,1.4145544,-0.8303388,1.3997252,1.1507292,-0.15321516,-0.22588086,0.63898754,0.7279339,-2.0058753,1.9005921,1.890016,-1.8409702,0.905678,1.2880912,0.4080553,0.2363812,3.567709,-0.9439841
13,-0.36028856,0.33529603,0.7822164,0.15304485,1.3688685,1.5037097,0.47427276,-2.5226405,0.36466086,0.83186436,-0.9031745,1.9756181,1.0952698,-1.4609786,-0.5754392,0.4496524,0.33468887,1.6000133,1.3848846,-2.0711832
14,1.1361758,0.41862947,-0.42342284,2.1390486,2.1927426,0.8207259,0.036223,-1.229689,0.91013837,-0.068599895,0.15561265,2.7296655,0.2789235,-0.578067,0.60436666,2.711232,-0.7850052,2.6867287,-0.21772295,-3.7170985
