,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,2.4235198,-0.27322766,-0.5433855,0.72545964,-0.48652095,0.20047489,-3.1143625,0.5770809,-0.75687766,3.0368905,0.2584167,1.3347355,0.053553082,-3.4870942,-0.8752993,-2.8127782,-1.6925231,0.088937186,0.76056916,0.3666022
1,0.21327479,-2.5769224,2.9362028,0.8397009,-1.8421572,-0.20659825,-2.7535243,1.7023917,2.8793359,3.6036396,0.42778018,0.80313426,1.5834663,-2.7782445,-1.1024517,0.7654152,-1.3228319,1.0611185,0.36676562,-1.4949938
2,-0.11208038,-1.3308045,1.6514094,1.0230386,-0.4976477,-0.44577473,-2.1909087,2.1524203,2.5308585,2.5928235,-0.28898424,0.51527375,0.12211769,-2.580905,-0.5964526,-0.10923137,-2.0413065,1.339783,-0.32307127,0.65665305
3,0.42369202,-1.1430817,0.5479456,1.6282924,-0.777715,-2.4292567,-0.10322865,3.4648097,2.2997434,2.7599132,1.8403807,0.07576792,1.589306,-1.7068441,-0.37044656,0.7542184,0.9482409,-0.30632246,-0.23866227,0.6557346
4,-0.6516879,-1.5972852,-1.4328831,1.3095711,-0.47811073,-2.2463567,0.5346128,1.5212992,3.2563584,0.8868006,1.6369562,0.8319543,0.5778673,0.66716754,0.8002112,2.8465235,-2.8854768,2.5361953,-1.1708575,-0.963495
5,-0.2341796,-0.65759516,-2.3467252,1.5371085,0.13276869,-0.5468056,0.04320269,3.0875802,1.7948364,-0.20963356,-0.15583825,0.83899873,0.26276758,-0.030235535,2.367111,0.7324671,-3.7184532,1.1393688,-1.899099,-1.1486354
6,-0.12833148,1.4998991,-0.93448734,0.7707494,1.0012423,0.470833,0.40163833,2.3119671,1.6121236,-2.323823,0.1510679,-0.4801776,-0.2965862,1.5539011,0.453558,-0.35785666,-0.65407604,0.797995,-1.4420213,-1.3675545
7,0.41796696,1.2051501,-1.3653116,-0.0061718957,2.0377088,0.91299075,0.17500308,2.596555,2.7448144,-2.8498507,-1.0996661,0.14956582,-2.31102,2.5632718,1.0409844,0.14294188,-0.72915137,1.3402785,-1.4948967,-0.36899498
8,0.250873,-1.2092693,-2.129155,0.9100918,0.27674994,-1.3942201,-0.61357355,0.7009624,1.2615091,-2.6584015,-0.6984845,2.0251906,-1.7141668,1.1621557,1.4812539,-3.4442813,-1.0792935,0.1314765,-0.09158357,0.3180487
9,-1.2791584,0.002787253,-1.8851457,0.3554385,-0.7123774,0.7174891,-1.6153454,-1.2975353,-1.484707,-0.49836805,1.2603735,0.06074089,-0.18415818,1.0858935,1.1757442,-1.404819,-0.83139384,-1.6847007,0.43863428,-0.761341
10,-0.5279356,-0.0008744185,-1.1622748,-0.8710573,0.9602212,0.28361675,-2.0169542,-1.4462832,-1.2230182,-1.1036276,1.8319454,-0.17034513,-0.051576484,-3.2086995,-0.30964568,-2.7548451,-0.2996532,-1.442017,-1.7987474,-0.47976294
11,0.21244006,-2.7333539,-1.0369473,-3.3437014,0.81858677,-0.1805795,-0.19227421,-0.17570537,-0.45318,-1.8731556,-0.022201406,-0.2449293,0.822348,-3.8082023,-1.1029701,-0.80014974,-1.0145028,-0.9038907,0.30517802,-1.1363504
12,0.7717616,-3.8335342,1.5842822,-2.0202034,-0.58196074,0.49780947,0.13229933,-0.53922117,0.16684274,-2.3441362,-1.3332686,-0.9380922,0.5372146,-1.7085869,-1.7660323,0.014228531,-1.0217187,-1.3762616,-0.8380571,-0.74678135
13,0.030716538,-2.5660057,1.1899048,-2.0171757,-0.0072137974,-0.7343621,-0.57952,-0.6840639,-0.45048708,-0.6719447,0.025114596,-1.3466043,-1.1494316,-2.0883515,-0.99401885,0.80273616,0.9907773,0.22946909,-1.5898435,1.7716873
