,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-1.2215698,-0.18827981,2.248054,-2.135086,1.5764806,-0.7310321,-1.0373499,0.39137587,0.13144927,-1.5255015,0.30044886,0.52161425,-0.1022403,1.8227365,1.9247576,-0.1632031,0.19545971,-1.1764803,-1.3088837,1.7184031
1,-0.81852186,-1.8028641,-0.44646922,-1.723399,0.5294527,1.0088291,0.06850385,2.0892951,-0.57687557,-0.3040152,0.96480393,1.3532346,-0.6642501,0.7589033,0.9154889,0.08431331,1.9551146,1.910151,1.4170748,-0.3559067
2,0.34615496,-1.4490749,2.0574698,-0.37233174,1.3767186,2.2146325,-1.1898732,1.6511134,1.1289141,-1.481564,1.667233,2.0181828,-1.6559931,-0.28019154,3.8633158,0.13865761,-0.08452106,-0.08381121,-0.08367523,0.7704175
3,0.66465193,-1.2882849,1.6438475,-0.40640306,-0.93774176,-0.4479585,-1.8488098,-1.2951316,-0.7939937,-2.3362072,2.634658,0.7638768,-1.8405966,-0.7192176,3.287042,0.86360973,0.4682077,-0.10427699,2.3927908,-0.3584154
4,0.9113675,-0.99030703,1.0214901,-2.152544,0.16246647,-0.33419785,-2.556139,-0.23789093,-1.2753767,-0.7247228,2.8264139,-0.09178964,-1.5284034,-0.4463325,0.8078009,1.0184283,-0.9924365,-0.7945795,-0.03515489,2.8169115
5,0.4939728,-2.3992784,0.47118765,-0.77306145,-1.3683102,-0.22923696,-1.795441,-0.42852524,1.3930285,0.3137953,3.3055246,-2.0491002,-3.406138,-0.5916014,0.46522656,0.5383334,1.4726603,-1.4441699,1.0359541,2.6555166
6,-1.1455656,-1.2833269,0.25754184,-1.3732173,-0.18023303,0.5035892,-1.7188045,0.41251412,3.008089,-0.5443303,1.7461723,-1.6261387,-3.5220873,-1.3416376,0.6045282,1.1630117,0.21921611,-0.37560076,-0.7589469,1.7382947
7,0.22540568,-1.8408997,1.0275862,1.6211032,-0.179042,0.36779594,-2.5713947,0.81096447,1.1206486,-2.0071735,0.20169963,-2.5125587,-4.0721865,-0.72492146,-1.7660993,0.969802,1.3464214,-0.21444449,0.31113255,1.9300189
8,1.837076,-1.97137,0.07759962,3.320302,-0.38938653,0.63827354,-1.7644881,0.15894784,-1.2569083,-1.40386,-0.14197105,-0.09062132,-4.116938,-0.10420093,-0.09448338,-1.3261764,0.15576673,-0.8282721,0.084897086,0.278219
9,2.3121643,-0.777905,-0.15556,3.7097995,0.5048427,-0.0068749846,-3.509163,-0.27452275,-0.06505848,-3.829867,-1.4261173,-0.60135543,-6.2317166,0.21588092,0.4330554,0.05855578,0.8143351,-1.1951774,0.3831648,0.41002786
10,2.893547,-0.005333856,-1.5497044,3.046469,0.03401997,-0.62090576,-1.9734305,-2.1206567,1.0039147,-0.945483,-3.2666194,1.1122549,-6.0656137,-2.0523446,0.051763065,0.10821852,-0.69915074,-0.31970567,-0.5357638,0.4697427
11,1.7539548,1.9021691,-0.53187555,3.0741317,-0.1837303,-1.1303957,-2.3029728,-0.07916634,-0.47049206,-0.9040504,-0.8446094,-0.6172143,-5.5912156,-0.90981287,-1.9976825,0.5389339,0.12847055,-1.5238907,0.36703643,0.91791123
12,2.802063,-0.57522976,0.7339875,2.8974688,1.4583962,-1.4753481,-2.327139,1.9946394,0.16807154,-0.9934621,-0.43213227,-0.5700721,-6.8007503,-2.0689385,-1.4947671,1.2751418,0.8122557,1.1205727,1.0202211,-0.5457065
13,2.0524027,-1.4072026,0.273948,1.4056858,2.0657265,-0.9241698,-2.945371,2.7482858,-0.41402566,-0.9379488,-0.2610195,-1.9229654,-5.578845,-1.1943737,-1.6892818,2.6702044,2.044737,1.0725944,-0.27243173,-0.34104088
14,0.91917884,-2.0011752,0.18345033,0.059189145,2.545255,-1.2232181,-1.0731554,3.0972617,0.021359798,-0.10596937,-0.15437755,-2.1675751,-3.1839762,2.12764,-2.8729985,2.3210084,0.30456877,2.8884778,-0.30375493,1.421278
15,0.32068372,-1.130047,2.5377977,0.035214145,2.551867,-1.4249953,-0.64593196,2.3162956,0.1644177,-0.16088504,-0.6218275,-1.6894034,-2.777788,2.4654393,-2.8051584,0.5111482,0.6436079,1.1259632,-0.62177366,3.8000157
16,0.28609657,-1.9205537,3.3679247,-1.6441768,2.7007642,0.6447101,-1.5634936,2.8572733,-0.6657104,1.1595349,-0.6149737,-0.78175277,-3.5916288,1.7876968,-3.944758,-0.15399854,0.92707473,1.8556404,-1.504607,2.4640357
17,0.2709413,-2.6153054,0.6944085,-2.010059,2.6439335,0.21861671,-0.21808879,1.2817745,-0.23812094,0.73162323,-0.16695818,0.1533265,-2.9320316,3.1763506,-1.330773,-1.1695406,-0.023317909,-1.4664595,0.7843377,2.77778
18,0.8571033,0.008873029,0.8272015,-1.0714067,2.061573,-0.57662034,-1.7837584,0.55333024,0.73932076,1.0408442,0.28873757,0.93552786,-1.5727,2.1145585,-1.2574198,-1.1638783,0.98577905,-0.27707905,-2.333235,0.106162824
19,0.4910693,-0.8378392,1.3723582,-1.4342661,1.7311884,-0.13489832,-2.2055724,1.1526206,1.1500884,-0.33405086,1.459305,1.028954,0.03963917,2.125893,-1.4163439,0.9954222,0.41807395,1.1705681,-1.6466167,-0.50300664
20,-0.051727246,-1.6329138,0.9720341,0.61055726,0.78498906,0.20702139,-1.0443296,0.45449337,-1.4049889,0.112134516,0.116200775,2.9265523,-0.85395545,2.5951462,0.3623915,0.34695095,0.16665252,-0.48487037,-0.08049594,-0.97283787
21,-0.060857162,0.28808993,-0.6919345,-0.7282397,1.0184335,0.903647,1.1514126,-2.2649431,0.6450746,-1.1032219,-1.1311592,2.662034,0.27707037,3.650028,4.210011,-1.1875018,-0.44116712,0.993259,-0.41635895,0.36638615
22,0.35700136,-0.51258665,-0.8971314,-1.0820018,-1.1613297,0.4513958,4.382145,-2.4711738,-0.89506793,-0.78322756,-0.25579026,3.0786953,0.23427722,0.98668784,5.6941767,-2.3911433,0.24106942,0.23770306,2.049442,-0.48124972
23,-0.5606208,1.0787983,-0.6687309,-1.2816867,0.57750833,1.1986337,4.1776853,-2.4256923,0.40457922,1.0456775,-0.6459707,2.918272,0.9533903,-0.47620887,5.649321,-3.5510974,0.8301925,1.3917468,1.110011,-2.623164
24,-0.2261347,2.129923,0.44594392,-0.5523399,1.0186572,0.48596948,1.5040658,-1.0819808,-0.6060003,0.95209897,-0.9539455,0.35074866,2.7592154,0.6718397,5.2218413,0.09227397,1.8208067,1.0520334,0.71533114,-2.211993
25,0.32563686,-0.4894568,0.6324021,0.84722584,0.15096807,-0.6777834,2.6438577,-3.7703006,-0.54173636,-0.75164187,-0.63644046,-0.6861953,2.2078326,-1.444315,2.9998212,-2.4656224,-0.1372375,-1.523031,0.39945635,-2.0091023
26,-1.409721,1.9388674,1.5877037,1.3152739,0.20210718,-1.4992813,0.3243994,-0.456928,1.0373836,-0.6065156,-0.22812845,-1.0414577,1.2946846,-0.7898186,1.5669351,-2.1312237,-1.0412773,-1.3767986,-0.086436465,-1.6046627
27,0.2502246,0.8459329,2.7981732,0.11947233,-0.50940114,-1.330644,-1.3243268,-1.4112624,0.9824329,0.6111805,-1.3831177,-0.510393,2.059605,-3.0506372,-0.4737983,-0.49417534,-0.16634522,-1.580251,-2.0868251,-3.442071
28,1.3216267,-1.3476137,1.8138969,0.87027913,-0.18802021,0.000712545,-1.4771836,-2.0195966,1.7214017,-0.5050943,-0.9187406,1.0763874,2.6564572,-2.648097,-1.9901423,-1.1515484,-3.0108328,-0.27631465,-1.006815,-1.5301696
29,-0.35056248,0.0689461,-0.06042924,-0.2357166,-0.9979287,0.74731356,-0.97513115,-1.1706877,0.9612341,-0.56064826,-0.9946332,1.6323372,1.513249,-2.7821324,1.1699538,-0.13285774,-0.72782475,-0.8893514,0.3350585,-0.25084504
30,0.26865742,0.9693537,0.22204146,0.58778536,-1.6085557,-0.54617923,-2.1620572,-0.93623847,-0.8638813,-3.1471837,-0.91352636,1.4387602,1.5642222,-2.2164032,1.6483041,1.0341522,0.5859162,-0.08192457,2.8115742,-1.7947378
31,-1.5476664,0.20736308,0.5372585,1.2439122,-1.5317919,-0.64316565,-0.8162871,-1.4754138,-0.40755773,-0.65978014,-2.0827053,0.11528608,0.82622683,-3.0341818,1.0577158,1.7405869,1.2685088,0.63061064,2.614758,-2.4046645
32,0.04200318,-0.8058279,0.4550953,0.8575056,0.62912554,-2.2496068,1.5287446,0.4369145,-0.0066935243,-0.25278163,-1.8469476,0.4375771,1.6123495,-1.6344955,1.3412848,-0.116714604,1.8230695,1.7219398,0.94484127,-2.2920043
33,-0.26620385,-0.9253779,0.2941963,0.36847755,0.48615918,-2.5723083,0.8150876,-0.04701329,-1.1070806,0.7387032,-1.3326908,-2.764934,2.9400258,-1.0394033,-1.0878149,-1.390804,0.58829266,2.1832767,0.15520069,-2.3683147
34,-0.6525617,-0.77003294,0.27414247,-0.16625549,1.2375119,-0.3306385,1.3594577,1.2101631,-1.1615487,-0.6117566,0.34274024,-0.6440158,5.466553,-0.557953,-1.8329388,-0.5505327,0.22704422,1.1974187,1.5181278,0.18312846
35,-0.36188447,-1.012557,0.9087462,0.2147033,-0.3952267,-1.839465,-1.0204523,-0.11490462,0.31251568,-0.09814623,-1.4044524,-0.6275166,5.7808843,-0.542658,-3.780574,1.658341,2.0014052,1.1599692,0.634858,0.78254217
36,0.26467344,-0.0023044385,0.3609452,1.781517,-0.7322735,-0.338208,-0.40532348,-1.5660088,-0.82381994,-1.8639092,-0.55109376,-2.0839849,5.4932566,-0.69969684,-2.4731538,-1.0979414,0.33425114,1.6619475,-0.3758815,-0.7010846
37,0.59620446,0.89432186,-0.85742366,0.3172804,-1.3090798,-1.040575,0.17152846,-0.05435065,1.5145241,-0.00999792,-0.6843249,-2.521871,4.974466,-0.6387979,-2.987178,0.64820063,1.0759534,1.6270028,-1.0310082,0.41057333
38,0.7046016,3.4290617,0.30035612,-0.5620236,-0.4743345,-0.5386244,0.12506138,-0.89872575,1.1424494,0.5567559,-2.100784,-2.5232315,3.9164534,-2.6463187,-4.087964,0.99440014,0.47014597,0.97518086,-0.1934315,-0.52016425
39,-1.32152,0.41980875,-0.013101259,0.35325328,0.3527829,-0.8630433,-0.21038206,-0.91670346,0.3927672,0.8453818,-0.7570553,-0.4957356,3.29426,-1.690368,-3.0283945,0.2511107,0.24401033,0.007221006,0.9366236,-0.74925923
