,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-0.1050845,-1.2024474,0.032421827,-0.16228911,-1.6406926,-1.2949647,1.9168557,0.41581997,3.172758,0.51865923,-3.0927958,-1.8722881,4.6984296,0.8944165,-1.8389316,2.0790443,-2.929859,-1.6864349,1.6786995,0.4131017
1,-0.35201004,-1.8875031,1.160778,-0.02999053,-0.89621633,-0.956955,0.8267842,0.43219167,1.4622991,0.9012543,-1.8736053,-2.2213416,5.85024,1.6724745,-1.2989374,1.9454564,-3.5493267,-1.4489334,-0.99670273,1.2026362
2,0.016928222,-1.6256149,-0.2520447,0.9399471,0.24935272,-2.6016035,0.34050158,-1.110904,1.199523,-0.5797718,-0.75350523,-0.17643596,4.3215127,0.7071218,0.43257108,0.7540011,-2.1805043,1.154861,-0.5347396,1.6178521
3,-0.18961743,-1.5836847,1.9786972,0.41070542,-1.075438,-1.6394395,0.52769303,-0.49569818,-0.12237086,-0.6600996,-1.8550332,0.44081903,3.7915223,0.59620017,-0.17965783,-0.8552448,-2.6459658,0.03197135,-0.15894055,1.4302815
4,1.035424,-0.7545432,-0.5859737,-0.034806833,-1.360833,-0.6546915,0.5985985,-0.17678274,-1.5991651,1.2991343,-3.24187,0.37726152,4.1121283,1.0921924,0.41099337,-0.5687772,-2.9171133,-1.4814293,2.04016,3.188289
5,0.4810208,-2.1787612,0.9332157,0.13868046,-1.903397,1.2944411,-0.9087226,-0.2705616,-2.412977,0.0794843,-2.5741615,0.90020144,2.9656594,0.07721411,0.7895836,0.48006225,-2.457276,0.48729086,0.96251255,1.4124026
6,0.5466798,-3.9277961,1.7444242,0.76313835,-1.0812134,2.454265,-1.3199611,-0.26821673,-5.0167046,0.119591616,-2.1427283,-0.7188131,2.3184283,-2.4918492,0.38352308,0.18330458,-3.4190369,0.7328983,-0.6619613,1.0591424
7,-0.791774,-4.2751403,-0.06844969,-0.41380998,-0.24646558,1.4893698,-1.0094326,-1.058304,-4.359827,-0.68722,-0.37713337,0.29971495,2.3152595,-2.2515576,-0.33396524,0.4848412,-2.65869,-1.131426,1.5408221,0.5952285
8,-0.012100008,-3.591484,-0.391277,-0.23838283,0.11657107,-0.41991457,-0.3002821,-0.34478444,-2.02063,-0.24643776,-1.0477531,-0.7540839,1.958391,-2.4450173,-0.54439586,-0.24337238,-3.6716778,0.5209826,1.6947198,-0.61117345
9,0.20465563,-3.124462,-0.519195,-0.03684768,1.172614,1.2421235,-0.79192674,0.82055193,-1.6072093,-1.2369233,1.7873076,0.3308152,3.1488738,-0.941657,0.23829551,-0.1849338,-3.2468643,1.864965,3.1967764,0.83270466
10,-0.5526391,-2.904338,-0.73441696,1.7446547,-0.15649062,1.5431086,-0.910863,0.59832835,-0.5638568,0.29235503,1.2458209,1.4389559,2.821551,-0.75562024,0.06821162,-1.468102,-1.0967094,2.0172176,1.2877307,-0.4713103
11,0.22661048,-3.4739225,-1.0403064,1.8145514,1.720118,1.4998747,2.3145971,0.15446086,0.041238282,-0.1857542,2.2997258,-0.4077108,2.3333242,-0.2430513,-0.86892784,-2.6113188,-0.024877185,1.8694525,0.6520062,-1.9497703
12,0.17626414,-2.7223527,-0.5254359,1.2423886,0.7932864,-0.14678809,0.52134097,-1.087622,0.9744538,-0.7227053,2.2421908,-0.1887974,0.3896882,-0.59783363,0.51871526,-1.4587425,-0.24793588,-0.5794499,-0.23950683,-2.6241188
13,-0.18846366,-1.6055145,0.06731373,1.3244344,1.6005584,-1.287805,0.10242105,0.649201,1.8677044,-0.5983458,1.6752094,0.01956389,-2.4027097,-0.015686292,1.3361541,-0.32760146,2.091275,1.2263525,-0.1661344,-2.0052862
14,1.7536309,-0.78528243,-0.12576579,0.12322333,2.2652342,-2.527077,1.5535773,-0.04178731,1.3731275,0.73724294,1.0457331,-0.39010134,-2.10836,-0.01774993,0.97377855,-0.4442777,0.42799157,0.9149024,-0.769858,-1.358042
15,2.2365541,-1.3646,1.2350255,-0.15031846,2.340078,-1.7693812,-0.6311359,-2.4250247,-1.7752575,-0.8412543,-0.5358914,-1.6743693,-3.1708357,-0.040055122,-1.1100074,-1.691192,-0.19904721,-1.4182281,-1.3771276,-3.6217809
16,1.7401017,-1.2830892,1.0927935,-0.9904834,2.357977,-1.3235902,-0.09065699,-0.7885039,-2.1095974,-0.46031308,-0.0859446,-1.2522329,-3.180669,-0.8571183,-1.1737351,-1.9060388,1.0593505,-1.9599125,-0.529368,-3.7638144
17,0.33600163,0.15523149,-0.26479876,-0.630355,1.9864496,-0.040631857,0.34119698,-0.68731487,-2.672553,-0.26802114,2.5445218,-0.7193337,-1.759494,0.08748566,-2.9134285,-0.31010702,0.24037169,0.18435302,-1.4485744,-1.9233822
18,-0.763433,-1.2338705,-1.263598,-0.68524927,2.2190974,-0.96094954,0.2947246,-0.80964696,-4.16648,0.96177197,1.6355315,1.224122,-0.66420954,-1.2457747,-3.3138025,-1.3357637,0.6995501,-0.5217919,-0.51080036,0.31874925
19,-1.4814961,-0.7093335,-1.3391527,0.14154762,1.829069,-0.20950483,0.6916682,-2.4433033,-2.2273607,-0.45154923,5.1274195,1.6168624,-0.23210701,-2.1846151,-0.77312773,-0.44784483,3.087018,-0.5650802,-2.2382953,-0.84244126
20,-3.1308994,-0.46515778,-0.9005198,1.9696317,0.46830648,-0.84056413,0.87073964,-1.3282932,-1.0944104,-1.0741363,3.962798,-0.24848358,-0.55137336,-0.69706047,-0.15015687,0.27716783,2.9354444,-2.2317111,-0.80921364,-1.9888253
21,-1.0283785,-0.3354134,-0.42247617,-1.3493099,-1.4377143,-1.0098574,0.2460856,-0.60661715,-0.8357566,-0.007115496,1.8544862,-0.5207126,1.7210175,-2.1178749,0.38362727,0.539817,2.0092976,-2.004364,-0.7703634,-0.6467869
22,0.19693317,1.1199824,0.46531194,-1.5121034,-2.567857,-0.7043441,-0.9549631,-1.0773588,-0.6895444,-2.8121116,0.03869185,-0.38414216,1.7447362,-2.5220304,2.1137156,-0.13945031,2.3869734,-3.7203407,-0.70835006,-0.94273394
23,-2.5512044,1.4453638,0.18191372,-0.025896946,-2.4934273,-0.318308,-1.0325559,-1.0686074,-2.4571593,-3.323541,-1.6876978,-1.2210014,2.4146886,-2.1030087,3.1007833,-1.4589131,1.0560045,-0.90527385,-2.4177542,0.032835253
24,-1.0165355,1.2246935,0.31377777,-1.5280209,-1.1559516,0.49700698,0.17855158,0.23940809,-3.0988646,-2.076477,-1.9334939,-0.9421163,1.6199305,-1.6059034,2.2763946,-2.3665595,0.20583135,-0.68556195,0.19966279,0.47377032
25,-0.7996321,0.43572602,-0.8003858,-0.4098907,-2.1940498,-1.983777,1.2118101,0.9446356,-2.088095,-0.24953592,-2.6732726,-1.0024881,0.78633183,-1.1995664,0.0966417,-1.8297688,-1.92414,-1.5163184,-1.6693547,0.91312623
26,0.59591085,0.9812998,-0.79659957,0.62520504,-2.1011388,-2.794317,2.1326165,1.7019744,-0.8202314,-0.6026087,-4.852362,-2.1532407,-1.1470156,-1.2563987,0.08330485,0.20215566,-2.8520393,-1.8389909,-1.0144784,-0.82410425
27,0.27403575,1.2846527,0.6230811,0.21030208,-3.1046753,-2.1175284,2.0498228,-1.413712,-0.6095232,-0.3338303,-5.966732,-3.3674686,-0.30386636,-0.16306184,0.17771462,0.45797965,-5.906988,-3.140684,-1.1950457,-2.165361
28,0.07357473,1.6632417,-0.851539,-0.602074,-3.173364,0.62785375,0.8235247,-1.1184124,-1.8423693,-0.18625586,-5.343594,-0.9075341,-0.90359664,-0.41354147,1.8888227,1.8314974,-6.3392243,-2.5351045,-2.0993664,-0.84602803
29,1.409283,4.6458273,-0.14568423,0.7032961,-2.1192694,0.21212424,0.52747893,1.29429,-1.8454223,1.3203821,-4.038699,-1.1848414,-0.78980273,-1.4961818,1.1180317,1.5613184,-6.82886,0.20412232,-0.79444766,-0.2737353
