,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,-1.2219992,0.6371613,-1.0821549,-0.49012917,0.31552258,0.5241836,-0.45506352,-1.6769038,0.166606,0.75434566,-0.87034184,-3.5448658,-0.9543288,-0.54609776,-0.2776715,-2.024155,0.5137128,0.8861024,-0.19015871,1.3949478
1,-0.7562225,-0.17912982,-1.4045205,0.570914,0.87995666,0.5478813,-1.355383,-1.4730862,1.541274,-0.056358013,-0.34637454,-3.151215,0.42110392,0.5080035,0.32114422,-2.381924,1.1917676,-0.5741788,0.057493765,1.6855578
2,0.7755796,1.1620277,-0.506006,1.7457786,1.2844251,0.010599727,-0.9096794,1.4361547,2.654681,-1.1941288,0.60614294,-2.7859035,-0.027069073,1.1163524,0.87950486,0.013797701,0.62176406,0.071257725,0.8796408,1.2458364
3,0.43577236,-1.0152137,0.82933855,1.8656821,-2.1405225,0.18145925,-1.6927465,0.016906098,1.9518695,-0.5811249,-0.8282905,-0.5226998,0.2136386,0.8952417,2.122109,-0.42569625,3.4524698,-0.81944036,-0.4689941,3.463909
4,0.7015918,-1.0775481,-1.7436112,-1.0869011,-1.8502904,0.47257668,-2.3433657,1.6838192,1.0036888,-3.1027853,-1.1014572,-2.1455317,1.4758188,-0.63109475,2.2598433,-0.1724756,1.7143749,-0.4928883,-1.9531839,2.2744033
5,1.1865895,0.21324396,1.1714157,-0.6987006,-0.7069729,-0.36522573,-1.4367934,1.8581021,2.7317886,-4.989052,-0.42795584,-0.26472566,1.5343554,0.48556328,1.9089057,-0.57195663,0.77281475,-0.38337007,-2.0906637,1.9214243
6,-0.48864266,-0.52070314,0.82005054,-1.4627707,-1.5972588,-2.8582113,-2.4240212,-1.0127846,3.738582,-4.8375425,-0.7389883,-0.050644077,2.1502578,-0.81487525,0.08131766,-0.49257123,1.839573,-1.7607846,-1.3529797,3.0866013
7,-1.4065204,1.190134,1.4967918,-0.71102285,-0.6076788,-2.324174,-1.7784876,-1.3535836,2.892022,-3.0884435,0.3355434,-3.0772846,1.9820433,0.21535097,1.1884036,2.36806,0.8044455,0.9096295,-1.0714478,2.9045699
8,1.6117431,1.239244,0.39224052,-1.8971287,-0.2579346,-1.652728,-1.7127507,-0.8977347,1.8337994,-3.8629203,0.8889187,-1.729113,1.0916764,0.08907288,-1.0543939,2.282167,-0.53356314,-1.3026315,1.5605437,1.9839828
9,2.1659746,1.2085303,0.6758481,0.39728624,-1.4987328,0.07350974,-1.6599084,-0.95963866,2.6212575,-3.074558,1.5650644,-0.60307974,2.571872,-0.09006385,0.017567255,1.5912333,-1.3006533,-1.2969366,0.24578595,1.7313219
10,1.4860249,-0.67737246,0.5749229,2.381947,-3.44669,0.052310932,-2.4004195,-1.6077805,2.6069517,-0.6866279,0.9425696,1.123149,1.9260203,-0.18007052,-0.843272,1.1059237,-1.9792556,-0.6443812,0.89522094,-1.2108755
11,1.4457595,0.01697873,1.4422952,3.5181115,-3.2939079,2.1252944,-1.7308954,0.1519127,2.8257551,-0.7705603,-2.1184585,0.79679286,2.4839442,0.9435971,-1.3461933,0.15738371,-3.854758,0.44293657,1.5609552,0.3244504
12,0.13590074,1.4752185,-0.016060993,3.0256531,0.41884592,1.6479398,0.195728,0.75565207,0.8135597,-2.2848654,-0.19900525,-0.9460441,3.5346568,0.13802227,-0.8849551,0.4669712,-3.2881248,1.2167038,-0.17041507,-0.17421804
13,-0.571829,1.84767,0.03715553,4.1024647,0.35058665,0.41596004,-0.40955934,-0.15460877,2.6350422,-2.107966,0.48250598,-2.0337095,2.5186157,-0.08127071,0.099301524,1.9502455,-2.1483006,1.0757831,-0.75122046,-0.2505128
14,1.334127,-0.28546798,0.51545554,1.0194818,-0.54041,0.7215973,0.90738434,0.76396537,0.07858057,-3.6002054,0.2190518,-0.9736676,2.2187614,-0.42253825,0.59892917,0.35214123,-3.3758512,-0.6063347,2.4400785,-1.5781606
15,2.4955812,-0.7082197,0.42630923,-0.7678327,-0.5184843,-0.47217983,-1.1686214,0.78314173,1.9464952,-4.8522553,-0.56182605,0.75422126,2.7083943,-1.4627455,-0.5993398,-0.021776648,-3.60219,1.8882067,-0.3919507,-0.020705812
16,1.1328981,0.8306461,0.48763394,0.47833073,-0.38979667,0.99771935,-0.68434817,-0.76363707,0.1051744,-3.1035838,0.9211545,0.462668,2.4086287,2.3863773,-0.07740719,-0.079521745,0.8561157,-1.607036,-1.0682064,-0.76699835
17,0.5160098,0.99487936,0.7608337,1.3272586,-2.2936523,1.0127681,-0.40163848,0.37415257,1.2261511,-3.3033907,-0.0063975397,-1.564814,2.7924254,0.7767781,0.89070374,0.042734247,1.050449,-0.24324237,-0.43323866,0.716365
18,2.4826276,0.98985904,1.0506538,2.2415771,-2.2296474,-0.9420013,-0.8674705,-0.8171706,1.5239924,-0.1569286,-0.17154543,-0.7881509,-0.46040905,-0.7972181,-0.9693989,1.6704525,-0.4252821,-0.26315543,-0.7040513,0.8647173
19,3.785042,-0.5390241,-1.8560101,3.1189196,-2.306109,-0.14944506,-2.9966805,-0.30991125,-0.12147497,-1.5772125,-1.2407544,2.0817678,-0.8851801,-0.07876044,1.2714325,2.0032597,-0.2835545,1.0262692,-0.24588159,0.02013821
20,3.304473,0.47304082,-3.1507494,3.1805098,-0.06628564,1.0457729,-1.5379697,1.0212001,-0.28609946,-2.0942905,-1.347005,1.7031755,1.6270287,1.9441197,-0.09467431,1.8999459,-1.0947933,3.0418653,1.0620003,-1.3840075
21,2.8873777,1.414856,-1.3755172,3.2041087,0.050911676,0.8096933,1.0691359,1.3720441,-0.6311654,-2.909752,-2.3716934,2.9825444,0.19168516,3.5529938,1.6000019,1.6977906,-2.3620992,0.011802817,0.1540967,-1.4814847
22,0.18661125,1.0620246,-0.8968921,4.0447006,-0.24409468,2.0254202,-0.8566585,0.253426,0.6445036,-3.0286,-2.3776486,-0.039380744,1.6032659,2.2741663,1.2525493,2.2538197,-3.2298553,-0.3702779,0.39658922,1.0221155
23,-0.5159086,0.8190411,0.8679242,1.4404644,0.57223314,0.027198529,-0.27368045,0.19299105,2.3492417,-2.1306648,-1.5541402,0.044405576,2.1202714,-0.53679794,1.5196673,1.1781206,-3.1101265,-1.6772696,-1.1046207,1.039983
24,0.18890177,1.4368709,-1.4632871,1.9660878,1.8147683,0.08537964,0.47365007,0.8410066,0.38603163,-2.5708706,0.68973386,-1.3078308,1.1448376,-0.7366032,0.17547151,0.14489424,-1.7045556,-1.5545291,-0.5780541,0.6129812
25,0.34788948,-0.7627098,-0.42071238,-0.27579245,0.944698,0.4315814,-0.03170011,1.0638376,0.97317094,-2.7393186,0.69851905,-1.0131841,2.1137269,-1.1160634,-2.6877923,1.1266472,-1.4268467,-0.87181824,1.4491764,-1.907532
26,-0.29135022,-0.5422989,-0.75555766,-1.2113563,-0.9843195,1.4317288,-0.5613744,1.626914,0.15384172,-2.3576493,0.43058786,-2.0309122,-0.3212958,-0.77093357,-1.6797073,0.22568631,-2.815008,-2.5555403,0.76977503,-1.0501235
27,-1.6300079,-0.4865171,0.11650897,-0.3036452,-1.0279492,-0.03816367,-0.47704315,0.23629506,2.9340956,-3.2794204,-1.2413635,-2.0094726,0.17249438,0.21922532,-1.9788888,1.3679092,-1.0626086,1.2905045,0.38953242,-1.2055435
28,-0.8758412,0.42775434,-0.07270966,-0.33676517,-0.48641792,1.6047578,0.50382525,0.4329525,2.3851342,-3.170314,-1.4841579,-2.0548792,0.12694222,-0.34997845,-2.4821641,0.835251,-2.4451292,-0.07123721,0.06700206,-2.6501513
29,0.057437416,0.35851374,-1.0069929,-0.5743857,-0.12710744,1.5311221,-1.03655,-0.46028146,0.91636044,-3.0500019,-0.8144203,-1.4617854,0.3191944,-1.4525794,-1.7658489,1.1921744,-3.6143925,0.43096685,0.012864575,-2.6604273
30,0.4199408,1.0827571,-1.4093904,-0.6726549,-0.18270364,1.2004124,-1.6644309,-0.24766319,0.44379604,-1.8024327,-2.446275,-0.21031307,0.31050834,-1.8820328,-0.99363726,2.4030275,-3.5488331,-0.28813416,0.77984893,-1.9212747
31,-0.5688837,0.41722494,-1.8506932,-0.5073181,1.2975663,0.21143834,-2.580533,-1.1379584,-0.96380705,-0.11988044,-2.1616151,-1.0451099,-0.8112789,-0.3265117,0.8982916,2.0127378,-1.6273806,0.021648865,-0.80930954,-1.2016014
32,0.95022064,-2.012466,-0.30638385,0.066365175,1.0976084,-0.2532658,-1.7538065,-0.54345965,1.3611416,-0.030683147,-2.0017567,-0.5296392,0.40000015,0.8740345,2.066252,-1.9368566,-0.1376792,-0.79697955,0.73871243,0.9245473
33,2.688288,-0.2785069,-0.2660575,1.6858658,-0.14913692,1.2664151,-1.1110928,0.037174724,1.313791,-1.8074652,-0.41876096,2.064478,0.428334,-0.13938542,1.0253803,-1.1696419,-0.2857639,-0.16605039,0.6176158,-1.1038536
34,2.1266985,0.36470994,-0.34717464,1.4163853,0.97303796,0.66825,-0.9387952,0.42549583,-3.0369368,-0.93716407,-1.6152302,2.1510227,1.5568761,0.21120098,0.6951588,0.83472335,1.8650817,0.6720277,0.6044666,-0.9350477
35,2.0979755,1.0480258,-1.3372605,2.6317353,0.028837677,-0.22679192,1.4268763,1.5618647,-3.330041,0.7782748,-1.1527729,3.4068017,-0.3561934,-0.09854445,0.54173577,-0.26697832,2.5103638,1.4475638,-0.6483333,-3.1202404
36,0.08243034,-0.23060355,-0.31095567,3.6755788,0.084583506,-1.3240255,1.0995388,0.51726484,-3.7943401,2.355665,-1.9378679,3.7727575,1.2190253,0.028610704,0.058285773,0.56642467,2.3296566,0.33095965,-1.4796927,-1.9900509
37,0.25245422,-0.15912737,-0.12750514,2.091091,-0.64620686,-1.01909,3.0183039,0.9650418,-4.650323,3.1988068,-1.2496059,3.3410215,-0.3811052,1.6129185,0.29037184,-0.558895,2.6026278,-0.2943821,-0.24870147,-1.4567884
38,-1.4853935,-0.1323689,1.7810823,2.6731768,0.014382147,2.0261326,2.7370455,-0.91741383,-1.4803369,3.546511,-0.65429765,1.7447726,-1.7963257,1.187471,1.6202791,-1.3329978,4.346411,-1.9513717,0.6231524,0.8639019
39,-0.6176402,1.9057518,1.0510858,1.4683818,-0.9423482,1.8745531,3.8052273,-1.3541057,-1.4424334,4.3677754,-0.7423984,1.3700725,-0.04520989,-0.3528187,1.8593801,-0.49520347,2.9957685,-0.41198757,-0.52071995,1.0693251
40,-1.2022251,0.9121868,0.8603338,0.7129238,-0.070482574,-0.45594427,2.382696,-1.2528572,0.9474577,4.5031943,-0.66963106,-0.5314389,-2.6381073,-0.36025944,-1.4283093,-0.5919069,2.4862905,2.126082,-2.1437685,0.13108821
41,-0.39088705,0.0685585,1.3981836,-0.42503312,1.5148572,-1.6877725,1.321905,-0.045049954,0.65333784,3.6443372,-2.4086876,-1.2205802,-2.9639487,0.4469427,-0.7124108,-1.4123825,3.5883338,2.0809834,0.04614167,-0.06904636
42,0.24704017,-1.4188904,0.019131612,1.140463,-0.4032855,-1.6535438,-0.06955417,1.9247681,0.38375854,1.0362362,-1.1095743,0.097512774,-2.1303654,1.2562104,1.2951995,-2.8945336,3.4956534,-0.20325933,-0.90392286,0.29074797
43,0.24965344,0.11430493,-1.5747125,1.1318055,-0.7835338,1.4717629,-2.0141873,-0.14623465,1.439598,-0.62338865,-0.7588112,0.89890665,-1.4266291,0.7340633,1.363404,-1.2662271,3.303209,1.7759312,-1.6448678,2.0001333
44,-1.4537047,-0.33171278,-1.1216899,1.4420837,-0.2108113,0.59228504,-1.6512761,-0.5786239,-0.12135011,-0.27015814,-0.27952713,0.9229829,-2.7502847,-1.7846472,1.0859752,-2.086984,3.6437945,1.6958805,-3.082158,1.9945142
