,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,0.065175876,0.70419383,-0.6003273,1.4079473,-0.57702017,-1.9136262,0.06720425,3.5010529,2.5244668,2.228176,0.91951007,-1.8237051,-0.23154992,-0.6288515,0.6123414,0.29802132,0.74062216,1.7045375,-9.073715,1.0975212
1,-0.12688637,0.06531433,-0.26904047,-0.66373,-0.9624917,0.015099252,0.896717,0.020584665,1.7435464,3.833874,-0.17309657,-0.574018,-0.70546186,0.77147955,1.0479633,-1.8954582,-0.09986817,2.2899597,-9.928363,-0.24236214
2,-1.3938614,1.7118685,0.077715024,-0.6814819,-0.43339783,0.42104262,-0.25081497,0.052990563,3.9392192,2.908331,1.6019421,0.8788841,-0.25901833,-0.39631557,1.3023251,-0.076492004,-1.5130247,3.9070315,-8.870691,0.57935905
3,-1.6921211,1.6322248,-0.36256218,-0.5695843,-0.51930046,-1.8721468,1.5653384,2.8292098,4.834835,3.8346608,0.7553671,0.8374901,-2.1675904,-2.1974862,1.6099405,1.5477235,-1.9953259,1.7887619,-5.25486,0.3031559
4,-2.0030324,-0.06850176,0.9891341,-0.339753,0.5853926,-2.1197536,0.8064606,3.0926547,4.261207,3.5819576,-0.29189703,1.6766306,-0.7051274,-2.0048225,1.0456071,-0.040070206,-0.8333525,0.3135563,-3.124888,0.14065075
5,-0.090407856,0.9618795,0.48764673,1.094856,0.45036304,-0.38018882,1.2008437,3.3989322,3.3664508,4.008547,-0.9011725,-0.29511207,0.9303221,-1.5830216,0.018793073,3.0234432,-0.7450572,0.5226337,-2.1729383,0.92924196
6,0.6808286,1.3047748,0.2169925,0.3609764,-2.2648387,-1.9763367,0.37224993,2.161235,1.3308196,3.7877913,1.1052592,1.8102638,1.3497148,-0.40489036,0.5978117,1.4694363,-2.7112086,-0.3937829,-3.3201754,2.6469529
7,-0.055356935,0.26288357,1.8579012,1.29813,-2.3049405,-2.0832343,-2.0736234,1.2684503,3.4904466,3.4934616,-0.8036357,1.580474,2.2848308,0.21889335,0.13145788,-0.348587,-1.222216,0.2803035,-2.9093182,2.4556026
8,-1.2415389,1.8665112,1.1342419,0.7306517,-0.21936797,1.5015912,-0.5923968,2.5679176,3.0131912,4.4229913,-1.2897012,0.60466546,1.0417801,-1.5309983,1.8313348,-0.80042106,-0.30427998,0.28904337,-2.6934106,1.5392286
9,-1.7102655,2.6702254,0.460541,0.8594666,1.4009498,0.6089374,-2.245696,3.2802057,1.3528724,4.8915596,-1.8440971,0.010743145,0.005166497,-1.929556,1.4307561,0.037401617,-0.1241288,0.059758313,-0.89265245,2.6971724
10,-0.4410576,1.4565806,0.84205264,-1.1968638,2.117788,1.1405827,0.01578385,2.8433661,2.1925344,3.2329834,-1.2668177,-2.0423949,1.196243,-2.7067223,1.7674191,0.14395104,0.32930592,-0.5195005,-0.381983,3.4296827
11,0.21691404,1.0815557,-0.8017471,1.2594957,1.2169682,-0.24464104,1.2100657,0.91419196,2.0024006,4.120906,-0.99174553,-3.5463946,0.23873386,-1.7428334,1.9585232,1.100622,3.014658,0.20346968,1.7139462,3.4113266
12,1.0551558,0.00762639,0.52186745,1.9070343,-0.12777539,-1.6200107,0.31036806,-0.4691336,1.117219,3.0734482,-0.7459983,-2.9290497,-0.049114343,-3.103984,1.263033,-0.9710934,2.007721,-0.47339728,0.78095347,5.2153206
13,-0.20226482,-0.15094995,0.9022239,-0.43718633,1.8358305,1.3845556,-0.82533187,-1.4512335,1.4555843,2.4021823,0.98928654,-0.828361,-1.092562,-2.5913537,1.0506495,-0.6135346,2.1498384,0.33093074,-0.96843,7.0360765
14,-1.026042,-1.0571078,0.22639179,0.7302052,-0.07826772,0.7787394,-1.32657,-1.8836803,0.07695319,3.148158,2.42344,-0.92652744,0.31420293,-2.1340783,0.9376989,-1.631392,-0.089656144,0.5401454,-1.6954528,5.60303
15,-2.09811,-1.5166246,-0.96099204,-0.51318973,2.5125191,1.1776903,-1.5537717,-5.2877197,-0.52907854,2.2937367,1.4992828,2.7075706,0.69598496,-2.6285942,0.6104426,0.6503392,-1.9222493,0.24960683,-0.53768104,4.303152
16,-1.6011307,0.36023697,0.62304795,-0.5586577,-0.9175211,0.8527096,-1.6976346,-4.6534867,-0.012538173,1.8004091,0.92293304,1.9035869,2.9979305,-0.87140846,0.17430256,-3.431188,-1.9415187,-0.8740421,-0.41330037,2.123445
17,-2.1747167,0.14781047,0.8181002,0.23428527,1.4582516,1.7096941,0.008653151,-2.463181,-0.92357206,1.4514612,2.167108,1.0605718,1.4768633,-1.0314687,-1.0049524,-0.4233916,-1.5463225,-0.14276643,0.81362706,-0.25809944
