,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,1.3647283,1.5493275,-0.1025604,1.2827984,-0.048608597,0.34510973,0.43028864,0.9952486,-1.0096298,-0.02299793,-0.5413595,0.5980876,0.5746801,0.06318887,-0.17842424,-0.1946175,-0.113142386,2.896251,-1.9015257,-1.7701384,1.5847005,1.2318027,0.1886949,2.0717962,0.58268,0.53408897,1.5181023,1.2080576,-0.120213166,0.13961664,-0.007916666,3.7288883,-0.93212175,-2.1492019,-0.31207067,-4.7884336,2.1962135,-1.3085783,-2.0050077,-0.60231346,-0.5004824,-0.43654597,2.016421,1.0113785,0.49028745,2.658751,-0.6133454,-1.0879006,1.6370642,2.4283783
1,-1.7049283,-0.09371482,-0.68904704,0.6164145,0.29891625,0.013134893,-0.40562165,0.11158509,-1.9705973,1.0715488,-2.7858117,0.14175217,0.17485434,1.0236619,0.39406773,-1.3980232,0.5318697,0.9677785,0.35176674,-1.2252427,1.3298179,1.9538553,0.46712488,1.4249958,-1.9081422,1.1864687,-0.22931816,2.0559983,0.02114431,-0.69442904,1.2919232,5.444777,-1.2623976,-2.6340518,-1.5714705,-2.6428742,0.654009,-1.4142195,-2.429335,3.7436373,0.80262434,-1.935568,2.1021821,-1.2725886,-0.53938484,1.6142591,0.5334221,1.4398639,1.1778536,1.7940228
2,-1.6931146,-0.3584889,-0.47768912,0.9714393,1.0510541,-1.273556,-0.41775045,0.6816247,1.9428549,-0.7013419,-2.207464,0.7914871,0.629184,-1.5224396,0.28615698,-2.5650384,-0.23966704,1.0179031,-0.19324335,-0.8487813,2.6654682,1.6332939,-0.8616824,-1.7737548,-1.0766894,0.8070879,1.6894813,1.8817962,0.9400522,-0.20092252,-0.068330586,4.0260143,-1.0683315,-3.2610688,-0.81123364,-1.8644661,-1.1277335,-1.6995552,-2.604859,3.9089875,-1.3354447,-0.8289347,0.3800893,0.63122827,-0.5252586,1.9900689,-2.5461295,-0.2700565,-0.09827297,1.3095634
3,0.19108938,1.9400265,-1.1460538,1.3776345,0.4113838,-0.53790337,0.812872,-1.0149475,0.6412912,-0.106708795,-1.8189276,2.2456985,-1.5115972,-1.6899958,0.4832789,-4.8839726,0.69931966,1.1193149,-0.041428216,0.06315521,2.8879611,1.0396254,-1.4351319,-2.4730532,0.8287221,-1.0963478,0.5107046,-0.33635414,0.3462443,0.8905507,0.55880755,3.2272897,-0.18667026,-2.5701058,0.59765327,-1.4677418,-0.678826,-0.85061634,-1.2146418,3.5570986,-1.0175754,1.2484238,0.63351476,-0.65658134,0.115268886,2.7396863,-1.6941074,-0.80255646,-1.3548319,2.3378448
4,-0.78896403,1.0303512,-2.237919,1.2000047,0.36315504,-1.5722743,1.3742315,0.22436728,-2.7159386,-0.3976918,-0.38344124,0.38255748,-3.5549562,-0.5727547,1.8434981,-2.109313,2.4935524,0.80592334,-2.0766363,0.51270026,1.3560296,2.5397465,0.56557137,0.47063586,1.2619029,1.3450878,1.1243726,0.8485718,-1.5417453,0.03606346,-0.3195881,4.526201,0.6784203,-3.5188534,0.07045652,-0.31543842,-1.2427324,-0.8375389,-4.1235595,2.0811746,-0.16559656,-0.52907854,0.19232522,-0.9209578,-1.5965928,1.9533626,0.058276035,-2.3393195,-2.8173578,3.3027508
5,0.24390183,2.7922764,-1.1959382,1.3366883,-0.43447348,-2.3387964,0.7803651,-1.2432957,0.8125253,0.38311034,-1.7598435,0.7762007,-1.4840678,-1.7070749,-0.6667796,-2.1352873,2.5876923,-0.45236713,0.3135452,-0.022582341,0.13925168,2.1896503,0.7469898,1.3696898,1.061558,0.5924182,-0.14700347,1.5540187,-2.7221692,-0.016895846,0.9505078,3.047279,-0.16984843,-1.9428008,-2.8360143,0.48388767,-1.0245215,-0.10645683,-2.704751,1.4207419,2.182937,-0.6661144,-0.478553,-0.2163165,-2.526986,2.5125532,0.987132,-1.5237654,-0.82409453,4.577483
6,-0.907217,2.2297966,-1.7645729,0.40743282,-2.4935563,-2.385441,0.25731802,-0.30860233,0.74554384,-0.33984178,-1.7643648,1.0606041,-0.5863339,-2.2669578,-1.2895759,-1.9996517,0.77108073,0.30267206,-1.4008331,-0.032230906,1.2127135,2.21778,0.26485237,0.47969133,2.545778,-2.431571,0.8396476,0.7495628,-3.7908223,1.0661057,0.9343396,2.1473844,0.13877288,-1.1351736,-1.7183874,0.9879032,-0.7847217,-1.5093236,-2.449848,0.64895785,0.9410904,-1.0456573,-0.7945717,0.7738537,-1.2909335,2.8910098,0.5507433,-1.8839433,-1.0696917,3.984998
7,-0.5639767,0.50402015,-2.6276572,0.5024777,-0.20371912,-0.76930845,0.14933488,0.26067716,-0.49198094,1.0232612,-0.6757143,1.1172901,-3.9622774,-3.5868495,-1.6140058,-2.3606322,-1.7780806,-0.16779535,-1.1291158,-0.009619985,0.46960306,1.9282136,-0.97296035,0.7441651,-0.4630558,-0.54050237,0.68991995,-1.331342,-2.6939716,1.1209309,1.442991,2.604031,0.650611,-0.94886786,-1.6109378,1.8829284,-0.43023416,-0.26180503,-1.5064279,-0.3613966,-0.077221856,-0.43752164,-0.47977263,-0.22262028,1.503278,4.8246574,0.081817195,-1.5643841,-2.035749,3.0645485
8,0.84458876,-0.27897826,-2.156084,-0.181492,-0.6833579,-1.167218,1.1958501,-0.1306577,0.680824,-0.7011559,2.2438784,1.80906,-4.0588326,-1.1900027,-0.19012709,-2.3717546,-0.8049266,-2.9992247,0.7403585,-1.1120785,1.7746234,1.477821,-0.4215151,1.1206567,-1.0934429,1.2488039,0.44951767,0.50754064,0.8216066,0.022641553,0.2776873,0.42266464,1.5132897,-1.3461199,0.67767304,2.8910658,0.31983078,1.0978945,-1.7247825,0.53838605,-0.44769505,-0.6794803,0.5580808,-0.13066685,0.95254904,7.183481,-0.9140094,-1.2272624,-1.4312965,4.191617
9,0.32716334,0.0456952,-0.017493905,-0.8836649,0.3072562,0.6990843,0.31376362,0.65440685,-1.3131629,-0.22784933,2.622766,0.31192434,-1.8876911,-1.0398246,0.7841974,-0.7684584,-1.2824274,-2.1415913,3.055085,0.34602448,0.21816523,1.0399514,-1.1095133,0.5168336,-0.9895517,0.68232244,0.46998683,0.85238016,2.0955615,0.7300534,0.09766749,0.16648623,0.37985894,-1.5564653,-1.601285,3.6919024,-1.4871988,-1.1267451,-3.3594456,2.6849065,-0.733239,0.3659309,-1.1566638,0.15269661,1.8228172,7.088802,-0.59276116,-1.1577355,-1.3994856,3.1446733
