,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,-0.9093414,2.895474,0.0874259,1.6098062,-1.1837595,0.42432085,-0.8817241,0.3212312,-1.6734325,-0.5763828,1.0240462,2.2391381,2.754373,-1.331923,-5.5383525,0.66311157,-2.0096433,0.11137064,-0.66921735,-2.066081,-0.6673375,2.7655957,-0.95201564,1.1356179,1.9804686,2.9389052,-1.1425167,-2.1547568,-6.2085023,2.7195683,-0.6741312,-0.4757206,0.2762488,-1.5158575,-0.28869447,-1.590245,0.61627936,0.46086293,3.0596225,0.020849284,-1.6460437,6.3432226,-0.5000775,0.07878036,-4.3430023,-1.9471782,2.0371566,-0.7845055,-0.12951583,0.7810539
1,-1.5094812,1.3348541,-0.9754599,1.5367059,-1.1967224,1.9306852,0.08609924,-0.96862966,-2.0324903,-1.4959521,0.98233205,0.4717171,0.08105187,2.3629892,-5.114918,1.1763061,0.49839061,2.749961,0.0010006041,-3.5749037,0.16152251,3.7833948,1.3055401,2.472254,0.4336283,2.217571,-2.3741724,-3.002974,-5.787139,2.4453716,0.8395713,-0.60684824,1.7018536,-3.8122506,2.590699,-0.36336753,-1.216952,1.3032204,0.9287441,-2.0661209,-1.6948507,3.9207075,-1.6228921,-1.2322481,-4.8387895,-2.2309651,1.2106645,-1.0110997,-0.34979638,-1.2112017
2,-1.1128794,1.5073593,0.70635504,-0.40592292,-1.8067968,-0.1856921,-0.2728936,-0.59659487,-1.5837654,-2.7741647,1.3736631,-2.469037,0.3876268,0.3266406,-4.7517276,-0.7060039,-1.9265397,1.8767537,0.7785515,-2.4124608,0.6709286,3.460266,0.16707198,-0.5430203,-0.36949563,2.5538123,-3.8016882,0.96025515,-4.417253,2.7990818,0.03296882,-1.6142883,1.663468,-5.9717607,1.7443153,-0.58928335,-0.8697818,1.5899329,1.685076,-1.29485,0.67815274,4.9661856,-1.2007699,0.79923695,-4.21695,-1.9761127,0.86857545,-2.4536235,0.18484512,-1.2961146
3,-0.07258582,0.062152866,-2.6616352,-2.5177517,-1.2631749,0.04131151,-0.7012658,0.44639966,-1.5027902,-2.2274914,1.6872895,0.06944841,1.5954624,-0.00896004,-4.511717,-0.7740817,-0.0008964909,1.4842385,1.7441328,-1.8638085,0.5864949,0.39582697,-0.0080270935,-1.2615876,1.7916052,3.456083,-3.958525,2.370552,-4.762011,2.1479523,-0.68492025,-0.6776916,2.3439581,-5.7717476,2.2815797,-1.996238,-0.7734942,2.6926,1.7772549,-1.741067,0.18217371,3.9441977,-2.451455,0.6758628,-4.308537,0.19750208,-0.8969705,-0.98161125,1.4872924,-2.7587454
4,-0.45513618,-0.2343204,-0.65045387,0.4811652,-0.53028095,1.0640742,-1.6811402,-0.27888396,-2.7057657,-0.6767268,2.413941,-0.36769786,1.2631308,0.726668,-2.804405,-2.0974393,-0.5506197,0.5280386,3.1262891,-1.6068274,-0.35174704,-0.25061628,2.5020416,-0.6296696,0.9707822,2.3828251,-3.0239046,1.034664,-3.4341376,3.2919843,1.2386144,0.37046063,3.8868294,-4.4677677,-0.05484842,-3.522297,-1.7846547,1.13417,2.262001,-0.7480326,-0.18522592,2.6103337,-1.7277615,-0.6054956,-7.0155315,0.45957494,-0.6047761,0.16472124,0.96082276,-5.2896757
5,-0.22404747,-0.232322,-0.87451416,0.88715506,-2.3053198,-0.528839,-1.7063453,1.7973137,-1.2650691,-0.544424,1.116699,0.8388597,0.14655794,0.35057083,-2.5120487,1.8789842,-0.9711993,-0.410551,4.4529014,-1.8379813,-2.140166,-0.6247187,0.59974074,0.15869156,-0.14576021,3.827383,-0.59538656,0.98549044,-2.234326,1.5796851,0.28316838,-0.9741926,4.5176187,-2.7513256,-0.52835095,-2.3449864,-0.20027366,0.30804712,3.6712372,0.13890101,-1.4083302,3.5860746,-2.030738,-0.5986914,-6.9707265,2.7656248,-0.83901113,1.0206983,2.414744,-5.002311
6,-0.029302297,1.8948883,-0.83442336,1.0592659,-0.75282943,-0.9240659,-2.1763523,1.4887174,-2.1310735,-0.24359216,0.5966281,0.5786423,0.908151,-0.52024597,-3.1591794,2.407551,-1.6767191,-0.27939662,5.2370453,-3.4181762,-2.2018332,-0.2906107,-0.60556257,1.312565,-0.51333725,4.2476687,-1.2349532,0.26642665,-2.2261047,1.7895864,-1.012907,-0.0032803912,3.6147897,-4.436002,0.32732695,-0.21045515,-1.3059305,-0.6500592,4.7224216,0.27424935,-3.5065906,1.8986994,-2.6964028,0.6308474,-4.6563263,1.8984348,-1.2972841,-0.88312006,2.2421377,-4.801665
7,-1.2308964,1.2671007,-1.0511327,0.3977668,-0.3679817,1.7286326,-2.4795048,1.0734166,-1.3155537,0.7062158,1.0070024,0.68625486,-0.5347437,-0.66498137,-1.3027942,-1.4987949,-0.5712221,-0.08343171,2.5687287,-0.9570133,-1.2748158,-0.83735013,-0.007647574,1.2173481,1.33584,4.3198767,-0.70344317,-0.018869795,-2.574683,0.27690345,-0.89175445,0.4095508,4.084884,-5.8393264,-1.6854764,-0.42179704,-0.868214,-1.5651777,3.9563413,-0.47381955,0.37956035,1.8757135,-3.4347334,1.1230056,-4.5755606,1.0045296,-1.8168157,-0.9532135,1.6857429,-4.2035313
8,-0.12705421,1.2163194,0.71166486,-0.28160393,0.15860587,1.3037677,-2.4819574,0.580659,-1.5949962,-0.22565517,0.10044521,-1.1951811,-0.36727607,1.3297951,-1.4278866,-0.11348746,1.1285621,-1.3288035,2.5276418,-1.2953975,-1.2678564,-0.4753937,-0.45989153,-1.3652006,0.034490533,3.0463727,-0.32481015,0.6904738,-2.4277158,0.4828124,-2.0320148,0.122216366,3.5675848,-5.1263146,0.075010225,0.7479795,1.8182439,-0.89581436,2.5898764,-0.34870282,-0.5053135,1.8461089,-2.9392416,1.6536016,-4.6453443,0.58964133,-0.15116434,-1.8952005,0.8828127,-3.7350066
9,-0.5519393,1.2764379,0.9228579,-1.88189,-3.3301508,-0.5605397,-1.3850976,-0.8572597,-0.028952071,-1.244654,0.28035116,0.38145542,1.5818175,0.28449756,-1.2926148,0.36182186,1.0992223,-2.8135386,3.469502,-0.89905775,-1.4204222,-2.570544,0.4908951,-2.4655707,0.9902149,2.164715,-3.004288,2.1037908,-2.68822,-1.2478876,0.1575464,1.5289562,3.4649343,-4.2396345,1.3809993,0.21132389,0.74187243,-2.4174893,1.1161679,0.7952447,-2.1100416,-0.7669908,-2.2823567,-0.7346933,-2.8913882,-0.07672915,0.36196288,-0.5120673,-0.42512727,-2.1446824
