,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,-1.960006,-2.3903832,2.6315715,-0.2557497,0.032970145,-1.4783677,2.9709172,-5.4152303,-1.3633343,-0.9204939,0.48132008,0.063903525,-1.8973622,1.3609735,-3.0706718,-1.1673583,-0.74781394,-2.673562,2.5135336,-0.5735745,-1.6678689,-0.76533574,-1.1560713,-0.79428816,1.8092192,0.7054719,-0.111923024,2.0840452,0.54141295,-0.75704986,-3.15176,-0.39224014,-1.3526202,0.2821897,0.6151777,2.2906978,-2.2143557,0.93243563,0.30157256,-2.0747504,0.6211957,-0.89423096,3.5153635,-0.30460477,-6.8185353,1.3841497,-0.41181472,0.053968612,-0.09815566,1.9239174
1,-0.82417125,-3.713248,1.4648204,-1.4397476,2.142569,0.024048211,0.08576003,-2.9372005,-0.7997548,0.8439444,0.853928,-0.59586424,-0.7938255,2.497528,-1.0282084,-0.5423958,-0.40999714,-1.7789721,2.4896514,-0.08888108,1.282709,0.91443574,-0.8967246,-0.2590329,0.7574544,-0.39437196,-0.17070206,1.263775,1.1384442,-0.40214184,-4.4542675,0.9857203,-0.35014406,-0.015585312,-0.7855759,1.0468208,-2.5219114,1.277606,0.58890826,-2.1663244,-0.34247988,-0.5213038,4.9565926,-0.90385616,-4.32842,-0.361926,0.36128983,-1.2294855,-1.4517984,0.61575377
2,-0.7519232,-4.318829,2.2140918,-0.91884756,-0.335806,0.5698453,1.4929453,-1.1543881,0.7156236,-2.1582944,0.89827806,-0.59630495,-0.59176886,1.3732493,0.5498867,-1.1586941,-0.43454558,-1.6317991,2.479349,0.5210833,-0.019825345,1.2880502,-0.6445839,0.54017943,0.031249827,-1.5539123,0.90024555,0.45551693,0.6457678,0.47888857,-2.2768655,0.24932282,-1.118092,1.0695286,4.6653376,0.26925886,-0.15342687,1.1370165,0.22108148,-0.76611406,-1.3702055,-1.1899052,2.9830499,-0.26501587,-1.5450295,2.0117843,-0.55359846,0.3707424,-0.020644708,-1.0408205
3,-0.75864726,-3.6877522,1.3792626,0.25016886,-0.105144925,0.22214113,0.16869052,-0.925925,1.8270264,-1.6973816,0.23575212,-0.508973,-0.5110995,-1.1756495,-0.47993666,-0.19090067,0.78785074,1.0081478,0.90815467,-0.45868558,1.1977379,-1.7197028,-1.3964193,-0.111272976,-0.059639867,-0.2824603,2.861453,0.9443627,-2.6082046,0.0592662,-1.4477698,-0.75257933,-0.9777261,0.77261144,2.0594323,-0.023375103,0.97885627,1.5299633,-0.23945704,-1.4819773,-1.6319939,0.15648672,3.0433302,-0.3571725,0.67230475,0.6956483,-0.6760213,-0.099030085,-0.40620458,-0.16115852
4,0.09886417,-2.4999413,2.333281,2.1903377,-0.9058636,1.4590285,1.8701352,-0.95880795,0.845673,-0.93848926,1.3725935,-0.5853223,-1.6538628,-0.22402431,1.2501678,0.8917357,-0.26076198,1.4912107,0.77609676,0.4806552,3.23979,-0.02158876,-2.707856,-1.9661461,0.22467145,0.05641678,2.015086,0.93510914,-0.41301957,-0.21334386,-0.72117734,-0.5358657,1.3395169,-0.021910243,1.3400843,0.8034089,-2.3270333,0.15497176,-1.8672932,-0.51444894,1.2710873,2.13033,2.6069603,-0.43264523,1.9314584,0.21266237,-0.96942884,0.0032014905,-0.5328591,-1.6170729
5,-0.49175343,-1.0401118,2.4735234,1.1135615,0.81740534,0.1632207,0.99666744,-1.7601534,0.9191654,-1.8409272,0.40050963,-1.6774181,-0.47178322,-0.27046376,0.02607727,-1.4063932,-1.2762101,0.395149,0.9814465,-2.2536016,3.4204335,0.800293,-3.197918,0.16664143,2.3261156,2.285201,-0.8578887,1.3661486,-1.6314404,-0.79778576,-0.42176646,-0.09421252,0.44537047,0.55476576,1.3524152,0.8068561,-4.6113644,-0.88404673,-0.93812954,-0.3531814,0.059548352,0.71429855,1.4128779,-2.3134701,3.4358802,-1.4163734,-0.6557344,2.385116,-2.576968,1.4584848
6,-0.29019713,-1.1225549,1.0650827,0.38761666,-0.19117671,0.5284153,-0.1166117,-0.4284271,0.45659098,-2.2553275,-0.63294256,0.38042292,0.2469911,0.7345193,-1.2960854,-1.0084916,-1.1742109,0.9926509,1.1958083,-1.8920045,2.3043559,-1.2464132,-3.4086468,1.4920986,2.7513885,0.5472409,-0.82603824,1.4695468,-0.6182866,-0.6464662,1.342948,-2.3848956,-0.44042045,-0.041498322,3.1014361,0.66392064,-3.9236126,-2.7258377,0.734576,-0.66876143,0.44152585,0.1990415,0.5239823,-2.5832543,3.6080136,0.15210713,-1.3387787,3.3889778,-2.9123597,-0.8833042
7,-0.5192253,-0.38351274,-1.9973731,-1.7932777,0.93700117,0.7419137,0.6663579,-0.5555877,0.3144437,0.8632127,-0.99810344,0.7250929,0.2551018,-0.20743577,0.36044025,0.43028194,0.32546535,1.5183688,2.4113395,-2.2489278,2.4490643,0.27447584,-5.5491037,-0.8416993,1.9719636,1.0893767,0.81759757,1.5479232,0.99918604,-1.4518303,-1.1393324,-0.85274255,-0.79010445,-0.13236056,3.0913646,2.939453,-3.2252345,-4.9433947,-0.024798382,-3.0935364,1.3403591,0.7536104,0.96635115,-1.3951943,4.111947,4.2376823,-3.8374376,1.7074226,-2.7043326,1.097143
8,-0.45586973,-0.7344459,-2.7544148,-0.31680578,1.0015159,0.13314012,-0.80550003,-2.3245502,0.4984293,3.5530488,-1.2558473,1.7016811,1.0068256,2.0020573,-0.2521541,1.2235272,0.12471839,-1.1533955,0.6184333,-2.696849,0.015209307,1.0999098,-4.9597774,1.1144979,0.6284585,2.216707,1.1625825,1.7325282,0.9226701,-1.0168585,-1.8103944,-0.35867545,-0.021411087,0.09926153,2.4502046,3.0663009,-3.1856055,-6.156315,-0.82554144,1.5116922,2.701987,-0.6624777,2.5507474,-0.33857098,4.6147456,1.7440792,-3.5892277,-0.940874,-2.15212,0.3520818
9,-2.3174734,-0.33191648,-4.5226297,-0.26032627,-2.1116614,-1.1436621,-0.20910549,-2.7073095,0.0005112062,2.064284,-2.8485274,1.5633808,-0.486463,-0.934357,-1.2438077,-0.6103369,0.5334749,-0.41096,0.6123117,-3.811026,-0.9938991,0.55453444,-4.5371933,0.4113752,0.97369087,0.6630306,1.282248,1.4712695,1.334564,-2.3594496,-2.5756555,0.7690898,-0.37717575,0.58490664,1.707948,4.871209,0.18812412,-7.9187336,2.7761264,2.4630606,0.2502427,-0.88698334,1.4360559,0.14754753,6.423208,1.4954789,-6.613067,-0.420744,-1.8282638,0.5331373
