,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,-1.8239582,-0.8336803,4.1823697,-0.04428447,0.8845834,-0.15482865,1.6194178,1.1696768,-0.19947658,-1.1054296,0.8347345,-0.77025545,0.49520862,-1.4695191,-0.28685966,-1.2544092,3.2980769,-0.23084526,0.8684459,-0.26080996,1.4421594,0.57839745,-1.0295655,0.85414463,0.8986713,1.3231808,2.089456,-1.9249644,-3.0958931,-0.3370171,-0.6940166,0.664062,-2.1682234,0.811868,0.72018296,-0.14528768,-1.7511828,-1.8675092,-0.15973487,-1.8304483,-0.77110964,0.37827697,2.4721825,-2.190076,0.4126315,0.106527075,-1.6232264,-1.160913,4.328184,-0.21837877
1,-1.907338,-1.0148606,2.3744876,-0.31782967,1.016435,-0.3797286,1.8525729,2.5190148,-0.5505837,2.1798916,-0.86507255,0.5000018,0.95814085,0.77866155,0.9116711,-1.2410029,1.4687651,-1.8862127,0.6115442,-1.228873,3.5259645,0.16442698,-0.45196164,-1.2724032,1.2801338,0.70470333,1.6586868,-2.5637004,-0.8172394,0.3964981,-0.57622117,-1.14327,-1.9429989,-0.36635885,-0.95545053,1.0007442,-0.91903555,-1.7304441,0.96647483,-1.0803503,-0.49152505,-0.90370524,1.3032097,-2.9560933,-0.9586114,1.0372947,-2.521,-0.78971094,3.8100386,0.42120248
2,-1.0031714,-0.86517656,2.7279437,1.8847507,-0.34638444,-0.3570913,0.3300454,1.4440598,-1.0981805,0.5449762,-0.9153949,0.15081441,-1.9908198,1.1794349,2.1781607,-0.31866017,0.5342442,-2.4377253,0.6176932,-2.8296075,3.2120283,0.88587755,1.2841977,-0.8193231,-0.26998362,-0.37651882,-0.58548504,-1.1483548,-2.3670232,1.6252702,3.1224258,1.8562491,-0.8130302,-1.6997292,0.6402477,0.11847131,-1.5305749,-2.5301347,-0.86466163,1.8911141,0.47274217,-0.5802368,1.9504422,-5.3393245,-0.79455817,1.9054613,-0.15956712,-1.7523911,2.722199,1.0887854
3,0.13226172,0.40366548,2.2354333,1.9464867,-0.41987568,-0.9997417,2.20042,0.25954428,0.3164968,-1.1306096,0.20627652,-1.3488693,-0.4870963,0.1115679,-0.12723733,-2.0880826,-0.16414893,-1.1918033,-0.26287434,-3.097993,2.0881622,0.7396398,1.5101111,-0.6832133,-0.6623757,0.6346715,0.58836126,-0.07004222,-3.792478,0.23153658,-0.0768512,1.5592617,-1.0055885,-1.4895085,0.10367753,-1.6409563,-4.379086,-3.6053061,-0.77729136,0.6845723,-0.78203446,-1.1979553,2.7852647,-5.517293,-1.3140717,0.30338407,-1.8768185,-1.6107858,3.8538747,1.0328455
4,-1.2030041,-1.7948385,4.0361223,1.8643608,-1.498802,-2.1793108,0.71896374,0.21767114,-1.3653693,-0.7738778,0.6521114,-0.97924346,-0.7100066,0.49261388,-0.9846991,-0.92619556,-2.1237848,-0.52945256,-0.6653839,-3.0027795,2.0249488,-1.4028467,1.6854273,0.5503207,0.10053929,0.8626119,-1.9647425,0.6258767,-3.736067,1.5690323,1.3091898,2.9831893,-0.8522997,0.44665682,0.18585294,-2.036705,-4.7346196,-3.3728704,-1.0742207,-1.8418366,1.122376,-2.4731946,2.5265057,-4.8433833,-0.8292064,2.0931232,-3.820517,-2.4487464,3.3082175,0.055703953
5,0.5813576,-0.21593617,2.2703376,-1.8765874,-1.3621851,-3.4955032,1.7891755,0.7892152,-0.5526369,0.48483032,-0.10968503,0.23586363,1.1594626,-1.1298373,-1.2778242,-1.348461,-0.66672975,-0.91043234,1.9982114,-1.0848029,1.0927824,-0.112514265,1.3979186,2.1924136,0.23288333,1.7033986,-1.9292655,1.670241,-2.8382218,1.3403803,0.46273673,2.5422907,-0.7824907,0.47505006,0.7414863,0.58247524,-5.67334,-1.3774364,-0.2793981,0.36587352,2.5683765,-1.7836424,3.5532002,-3.3071115,-0.8811926,-2.7721984,-4.668628,-2.9575365,1.570633,-3.795166
6,2.1793995,-1.008162,1.2417982,0.045262437,-0.93111706,-2.743402,0.8042816,2.2672048,-0.00096579804,0.8288806,0.49217677,0.021695163,1.5406913,-0.040254727,0.59250563,-1.8805426,1.6532406,1.7403821,2.5184293,-2.1470804,0.9432679,-0.25860992,0.6363612,1.8163074,0.40098178,3.1523104,0.5923939,1.6686597,-0.14026682,0.55379766,-1.1041937,1.4973251,-1.482097,2.550074,0.67984045,3.0126398,-5.3406982,-0.8797907,0.06366252,4.109088,1.5001183,-2.0404794,3.6011798,-3.7151256,0.20219094,-2.2215161,-3.459946,-1.5100583,2.2575927,-4.4867177
7,-0.33521035,0.32394955,1.2346842,-1.1004256,-1.6329185,-2.6651778,-0.77688384,1.3785338,0.4914263,1.3366958,-0.054030992,-0.22812536,1.0777014,-0.033285227,0.04574793,-1.419688,-0.72096556,0.4450256,1.0114589,-0.65006423,3.042964,-0.4693656,-0.59899443,1.9171319,-0.060421284,2.3121185,0.36739835,2.9522,0.20338614,0.2923627,-0.7771944,1.0362066,-2.4779894,3.4615648,1.29512,1.8130215,-5.988235,-2.7114038,-0.26343447,5.475771,1.0674497,-2.3865428,2.883372,-2.5146406,2.181097,-1.4503696,-3.896081,-0.93661356,2.7301762,-3.2543118
8,1.1440156,0.12760799,1.9704617,-1.1118389,-1.2617074,-2.3453484,1.5761343,2.0879688,0.4643125,-0.819808,-0.74157405,-0.25605032,0.87736905,1.6529629,-0.80186003,0.60126054,-1.5285418,0.7260529,2.9825745,-0.85349715,-1.0330408,-0.41197413,-0.49349394,0.6625922,0.38951173,3.703883,-0.56112397,3.0698168,0.7212797,1.255101,-0.7316724,2.072783,-1.3602673,4.567605,3.2113237,-0.6954898,-6.4859543,-1.8899591,-0.38780943,1.2375793,-0.25223008,-0.88588905,1.6999933,-2.3134992,1.7910341,-1.5565305,-3.0221796,-2.3432178,3.8358433,-4.467493
9,2.6507425,-0.044754688,1.6932925,-0.7899381,0.17778328,-1.2641768,2.1364145,-0.46717292,0.5860691,-0.4978049,0.54510343,-1.5974377,-0.5960271,1.807821,1.7836745,2.3105524,-0.34237722,-0.6139052,2.044703,-1.0974768,-2.2808082,0.5973431,0.6507004,0.15799211,-0.44295076,1.7205406,0.3462167,1.0338702,1.9703716,1.6476136,-0.30949953,2.8675792,-2.69743,2.0751839,3.0149834,-1.3435309,-3.38632,-3.9692252,0.020440646,1.5498043,-0.73374,0.09070331,1.3340387,-3.801274,0.92759365,-1.2103474,-2.6141717,-2.4820833,2.7227654,-5.7566586
