,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,1.4277295,-3.0905168,-1.2398682,4.101016,1.3118527,0.036187287,0.15613382,0.2599834,-2.4987307,0.3242717,0.04388522,-0.29239246,0.94837385,0.47057867,2.4768596,1.1541535,-1.6208951,0.31177002,0.09199433,2.9423838,0.9849118,0.27842098,-0.20417424,-0.21314436,-0.14197803,1.5030247,1.7486213,1.4556395,-0.3163731,-1.600707,-1.1004336,0.12016748,0.2861004,1.0136456,0.21648459,-2.9487348,5.7822266,2.4004862,1.562919,-4.5256743,-0.8673795,1.6107236,-0.13438827,-1.4383184,-1.2739524,0.33996648,-1.184739,0.78510576,0.70109904,-0.11825681
1,2.3905954,-3.132001,-1.3444482,5.443855,1.4016552,1.2890872,0.019895244,-1.9172933,-2.0143757,0.28104973,-0.51227367,1.3675327,-2.5019324,0.23459119,3.4803896,0.973867,-1.2549862,-1.0794327,3.3105824,5.1702995,-0.21616581,0.1447256,-1.4738317,-0.20451717,1.2072518,1.6415198,2.6505628,-1.8284551,-0.7312461,-1.744187,-2.9954376,0.9921586,-0.20201635,0.62195766,-0.43973696,-1.4377904,3.402482,1.3752316,1.9556407,-6.3631907,-0.2573484,0.06157608,-1.725696,-0.8076333,-0.29832435,-1.2639018,-0.22362381,0.7276615,1.0352746,-2.916513
2,1.8167292,-2.3587816,-0.8731553,3.980185,1.0617801,0.31056178,-1.2045304,-1.0983105,-2.8137312,0.31185848,0.74387205,0.86055344,-0.9222842,-0.051720764,0.230418,2.189413,0.5728613,-0.45609233,1.6800525,3.1240277,0.18755361,-0.70255923,-0.42261606,-0.9486344,0.06989407,1.3274062,3.9932938,-1.0196586,0.46659788,-1.471377,-2.839553,3.7540379,-0.9670944,0.5638042,0.863291,-2.6055448,4.58327,3.042743,2.1460986,-6.275522,0.29737103,-1.8424765,-4.2121644,0.27378255,-1.7452317,-0.2201505,0.98969686,-0.82988155,0.29673404,-3.77886
3,1.4483131,-2.3341527,1.2168921,4.6281147,-0.62072957,-0.05353701,-1.4361666,-0.34062135,-4.1300173,1.88044,1.1290915,0.017112449,1.1990513,-1.8933488,-0.18326434,3.8848953,-0.3445854,-0.60360277,1.9492184,4.6179943,0.9227775,-1.3117288,-0.117834784,-0.42585713,-0.49753022,2.154018,2.3741968,-0.51777786,1.1988717,1.1145924,-2.1161997,4.9420204,-1.8024876,1.613275,2.3540926,-4.1638327,5.7591133,1.4089947,2.0639567,-7.570988,0.48699388,-1.1899962,-4.2995877,1.4543597,0.30481485,1.3207582,1.0424877,0.30480888,-0.5922534,-2.778006
4,0.6692778,-2.043139,0.39177164,4.450393,-0.42213657,-0.61603904,-0.94702154,-0.17149612,-2.2652977,1.6785346,1.5017977,-0.93774545,1.3433235,-3.1296587,-0.32555035,3.6770635,-0.17745616,1.0038466,0.26639733,3.9591632,3.499554,-2.9067607,1.8360684,-1.6549761,1.9758142,0.4397696,-0.06964224,-0.16405407,0.49799523,0.68796736,-3.7585046,6.243834,-1.7873166,0.9901774,3.3261378,-2.3379557,5.0579796,1.1365792,3.0053916,-10.221194,1.3320152,-1.4377023,-4.5716267,0.5475907,-1.0592326,-0.7485232,-0.6318271,0.12864013,-0.9665342,-1.5278591
5,-0.6995654,-0.9450878,1.4910486,2.1267729,-0.023903139,0.4940772,0.5679757,-1.3307347,-1.9278455,0.9535321,0.60021335,-0.7974843,0.15460207,0.031445682,0.77345973,2.222661,-1.4546448,-0.8940322,-0.5683498,3.517611,0.47252277,-1.4576778,-0.19171959,0.8850956,1.8455238,0.86438763,1.2063451,0.9652875,0.34270272,-0.7850669,-1.6510856,3.246368,-1.8864589,-1.2351838,4.412416,0.058036108,5.587867,1.5672208,2.1997232,-9.693525,0.12144053,-1.2300653,-3.6221962,1.5688529,-1.8198997,1.4483829,-2.169505,0.27961746,-1.8682631,-0.44038966
6,-0.11799032,0.5464951,3.9943242,1.8098061,1.0495883,-0.5041647,0.36649236,-0.97639644,-1.8764634,-0.6448412,0.6043646,-0.34864047,0.16507396,-1.0426036,-0.20679946,3.1106312,-1.8100301,-1.79543,-0.12993723,3.1688972,0.2650777,-0.37762672,-2.244208,0.69433004,1.3362029,2.3154697,0.027934514,-1.5281674,0.6810549,-0.89381504,-0.48027813,2.1371212,-0.46593368,0.23658209,4.259915,2.0785217,6.425239,-0.5061421,-0.3934794,-7.1624646,-0.37161466,0.79451716,-2.2775207,2.959677,-1.1499238,1.2429456,-3.2829623,2.5309453,0.915697,-0.6579826
7,-0.2197953,-0.057423174,0.56644213,0.54974586,-0.84590715,0.14792645,-0.8116831,-2.9689453,-3.3027484,-2.4485161,0.6273665,-0.48802587,-0.0701615,1.553358,1.9177879,1.2179368,-0.588618,-0.95826143,0.43796372,1.3442422,0.57379633,-0.21527353,-0.10483425,1.2459863,1.1023339,1.0121571,2.8831618,1.2552544,1.2165303,-1.6870492,-0.5438511,0.9011478,0.49350694,1.1844875,3.0945888,1.9405148,5.8665614,0.17295624,-1.2795129,-4.560936,-0.39498702,1.4364821,-3.0177124,4.0624843,-2.2161498,-0.505102,-2.2023478,2.1457582,0.6831851,0.69965833
8,-1.3947514,0.4762592,-2.3174117,0.7092223,-1.3778046,3.4302015,0.032672387,-1.7608526,-2.7654338,-2.2413502,0.3473255,0.34930483,-1.9051744,-0.688563,0.7942735,2.53293,-0.025345162,-0.47935057,0.15195833,1.2229638,-0.8984811,0.7524244,1.1955203,-0.22199348,-0.51207906,2.522852,2.8579714,-1.0381333,1.2808136,-0.5328896,-1.5847735,1.5389796,-0.9479388,1.3362515,2.5478823,3.1193774,2.6103358,-0.53936696,-1.2830285,-2.7917826,-0.116024844,-0.5514942,-3.571595,3.6307492,-1.5696427,-0.11198409,-0.8078704,1.3359847,-1.5721349,-2.5245705
9,-1.8291078,-1.8902638,-0.14586148,-0.23382486,-1.803027,2.6602201,0.791682,-1.238221,-3.142221,-2.8724732,1.302522,-0.15954533,-1.138775,1.3305409,0.6801015,4.144635,-1.8489743,0.54142505,0.329321,0.70440763,1.1104668,0.9540117,2.1330285,0.15951961,1.1502259,4.2590117,1.7068987,0.07699647,1.484038,-0.062477246,-1.4793983,3.223988,-1.5673217,-0.19031222,2.8257878,4.942437,4.1332536,1.2262677,-3.2767706,-0.9064002,-0.44091472,-2.1468968,-3.728741,3.609639,-0.63999104,-0.5273638,-1.4214653,0.27775562,-0.14556436,-2.7997777
