,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0,1.7473761,-0.8392635,1.6252619,-2.4325538,0.70090634,1.9363458,-0.42907256,0.46548328,1.2625508,0.163409,0.033452373,3.2006187,-0.30170888,0.31549165,0.6589368,-0.12762265,0.54965067,-0.623993,4.460344,0.7316472,-1.5449555,-1.3164355,-1.5133804,0.6067406,2.1427267,1.0603654,-0.1487793,2.7467146,0.2684002,0.19846365,3.2012808,1.2064557,-3.4475555,-3.5486827,0.949219,-2.7366612,-2.560203,1.9240365,0.1966711,1.1931435,0.788395,0.6641594,-4.036251,1.280881,-0.6594975,1.619578,-0.42268014,0.77010614,-0.21207432,-1.3581895
1,1.0827597,0.7614056,2.5584204,-1.4154198,2.9141047,1.6028075,-2.0508447,-2.0786138,0.5301791,0.22955078,1.8550645,3.645156,-0.06261557,-0.14610447,0.9525951,-0.6306664,1.3147914,-0.034862358,2.6602693,-0.9558162,-0.4055119,-1.4673505,-2.0774317,0.20804699,-0.5925321,1.5550623,-0.28979504,3.5006804,-0.23127106,-0.31457138,1.3096784,-1.3873765,-3.8352234,-1.8948199,-0.16914226,-2.9001842,-2.098017,2.099056,-0.9021031,0.6416653,-0.43836594,1.3130805,-0.5443062,-0.36670634,-1.2741114,1.5863671,-0.8005092,-1.6318545,-0.72725075,1.2452627
2,-0.32817167,0.12826052,2.8904061,-1.6550671,0.83434415,-0.04039247,-0.6423318,0.6432142,1.1882304,1.4026083,0.6397297,3.2343502,0.91161907,1.001712,-0.96530885,1.1657039,-1.7268211,-0.6598647,-0.7333598,-0.89761966,1.04891,-0.39240393,-2.4715638,0.06823548,-0.41339496,-0.1700494,0.43157125,3.067441,0.08428111,0.9342905,1.6587948,-0.7009493,-3.2216675,-1.7910082,0.9904322,-1.8279684,-1.1811099,3.5238774,-1.2109644,0.9910571,-0.63224894,0.7403145,-1.5571324,-1.1737378,0.57007235,1.6927618,2.5998874,-1.613576,0.74781793,3.5554056
3,-0.60649455,-0.20416789,1.4129454,-0.40328074,0.8828454,-1.8727915,-0.022365682,1.0410844,-0.48519823,-0.8773038,-0.11964271,2.1751084,-0.09001306,0.5298273,-0.40770203,1.8416829,-1.4992422,-0.92781365,-1.713376,-1.7326758,-0.24068494,-0.64208674,-0.36017793,1.9610502,-0.20028473,-2.3283105,0.5761056,1.6640406,-1.8443532,2.3109381,1.2662796,-0.6985448,-2.7793846,-0.03831513,1.8407677,-0.52654237,-0.22199976,1.2607749,-1.2418115,1.432666,0.9003654,2.0476308,-1.9285209,1.3199964,0.56347597,2.6023443,-0.49395943,-0.90710723,0.6220619,3.518919
4,-1.5257359,-0.9430892,2.174509,-1.4060531,1.3605924,-0.9572179,-0.60539937,1.4474268,1.35313,-0.5679823,-0.40693787,3.5968142,0.8173575,-0.8270987,2.5469215,2.53659,-1.133744,-1.7479132,-5.3066173,-2.1006093,-0.49258628,-2.4651737,0.048869,1.0629524,1.6977217,-0.5970891,2.00324,2.1334858,-1.3299512,2.5279546,2.363559,-1.4684169,-3.4651918,-0.96135944,1.7564738,0.9863463,1.9605744,0.23914836,-0.7937986,2.7325187,1.5887433,0.91082805,-0.6301398,1.8358546,1.0970193,1.3973281,1.8050535,0.501012,0.6913565,1.6471186
5,0.6828085,-0.66649085,0.8707162,-0.72475773,0.8998803,-0.6246449,0.8784344,0.6149675,0.24798127,-0.31052536,-1.5550284,3.3186338,-0.010090366,-0.5358691,2.8096104,0.81074077,-0.7205681,-0.84874034,-5.1717653,0.42989245,0.18936163,-2.0992954,0.12295906,2.0816927,1.5319785,0.32194614,1.6860493,2.3647008,-0.88226414,2.909856,0.9523912,-0.4282976,-4.1958427,-1.4866406,2.537953,0.34208003,2.0610626,-0.6575796,-2.1358633,1.7652339,0.1602137,-0.19482051,-0.07934124,3.4248147,1.764898,2.5866423,-0.08356217,0.51565516,1.8149027,0.7294667
6,0.27155045,-1.0558261,0.42727417,-1.1427356,-0.64636636,-0.041542333,-0.22059901,-0.13917273,-1.58829,0.27957013,-0.0671765,2.817182,1.270931,-0.7481637,2.6582253,1.3174831,-0.97568935,0.54989463,-2.4770043,0.026028547,-0.6779197,-0.23583402,-3.5677974,0.31485486,0.15314712,-0.37347016,2.533611,3.8450184,-1.552405,5.586443,0.18325184,0.24632482,-4.448858,-2.8358598,1.3763138,0.5292268,1.707287,-2.7509062,0.37481895,1.6754211,-1.1681128,1.3081188,-2.915349,0.9778209,2.0331635,1.8655939,-0.948911,-1.3264296,0.13286823,-1.5981026
7,-0.01242049,-1.3074799,-0.018923385,0.20346154,-0.7834188,1.6402564,0.05141536,0.8688548,-2.9446867,-0.8246202,-0.21975075,2.88724,1.3391067,-0.93520623,3.153452,0.32202393,-0.59057647,0.03283074,-2.0273683,-0.26380688,-1.4226912,-1.0020769,-1.0576808,0.31623155,0.7525088,0.29132375,1.53239,1.8869804,0.8589228,5.544705,-0.44877782,-0.33870378,-4.562973,-1.9704908,1.3023025,-0.60208917,1.1354018,-3.6258283,1.3021339,0.981648,-1.8783994,1.4762126,-0.8136138,0.021639436,0.7964521,2.2016218,0.6700667,-1.630709,-0.8807375,-1.1310985
8,-1.3863689,-2.661258,1.8306357,0.13939847,1.7365435,1.570143,0.14503552,1.0366112,-4.721088,-0.3643303,0.46695834,3.3688612,1.1063489,-1.7512424,2.2753747,-1.9842108,0.32890692,-1.0829036,-1.2851931,-0.03869729,0.7451314,-0.544466,-1.572596,-0.034162916,-0.4673139,1.6959745,0.8701517,2.1762626,1.1645153,5.6362114,-1.7508959,-0.9455786,-2.021017,-0.6877536,0.80001795,-2.9359884,0.88667655,-3.8813765,1.5056325,-0.2665045,-3.4710658,0.66186064,1.0529147,2.3382213,0.5357288,2.218135,1.8914112,-3.485986,0.178159,-0.9534273
9,-1.1319425,-2.4853027,2.9680388,-0.66306245,0.5853745,0.9592619,-1.2722309,1.0738078,-3.6992981,-2.498774,2.7041006,5.0677633,1.715441,0.6275417,1.529806,-0.49748027,0.94202775,0.08978987,-1.1131208,-0.06749522,-0.68620497,-0.31054047,-0.13267826,-0.10929462,-0.9457997,-0.849578,1.4388269,5.3546395,1.2047793,5.0946207,-3.385002,-1.6451459,-1.9372357,0.5900052,1.9517665,-2.057747,0.94347465,-2.9837754,0.5219463,-2.6553562,-1.0863652,1.2282825,2.4257774,2.6170018,1.1993759,0.32314208,1.6077963,-1.8242815,1.6972544,-0.76636994
