,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0,-0.9360225,1.2233342,1.053465,-0.984351,0.060845952,-1.1925347,1.4881028,-0.17752908,-1.6895071,2.6619167,1.228916,0.56129813,0.603863,-1.3613029,1.7123541,1.472285,1.4454618,-0.65687096,-0.7317445,-0.9019028,-0.8788211,-1.3028587,0.3264125,3.4361212,0.40521887,-1.4436003,-0.37339896,1.7133164,0.41569132,1.2439696,-3.4995716,0.60960966,0.3585377,2.2561448,3.085841,-1.3300467,-0.4235547,-0.84132403,0.17185283,3.977788,2.4290085,4.373813,-0.36990663,-3.2438653,0.9718204,2.351607,0.14422083,-1.5571569,-2.8212004,0.40187848,1.6501777,0.96952415,1.7817307,0.68371576,1.9460769,-3.2944427,-1.7957426,-0.8423075,-0.108592354,-0.24581705,0.43799114,0.45697817,0.26779833,1.7694535,-2.030915,0.69662297,-2.7966049,-1.3249505,-0.87933946,-2.7374322,-1.6498417,-1.9912246,0.98964745,0.35107493,0.71832937,-0.003301185,-0.65729976,-1.2857238,-1.4045658,-2.9147418,-0.17562449,-0.36447307,-0.81179816,-1.3528534,-2.6325943,-1.0616533,-0.9826316,-0.7471305,0.31357262,-0.04097033,2.8901393,0.24302481,1.1090988,-0.486866,0.4925214,0.7664245,1.1282713,-3.7043688,-0.0049291365,0.062098548
1,-0.03268955,2.9100306,-0.8380457,-0.90757716,1.8716524,0.029450785,0.4977888,-2.7679582,0.765401,0.6132905,0.26041996,0.21731801,0.022474764,0.96448976,-1.3131787,1.20397,0.9842101,2.0654457,0.71389866,-0.6131499,0.019933997,-2.2835886,0.9298905,4.2437115,4.351304,0.7900826,-1.2455744,2.134064,1.3348837,0.35225967,-2.0530603,0.15084839,-0.6522054,3.4077768,3.6213903,-0.27535465,-0.28735843,0.3229255,0.69316506,4.7327824,3.0124083,3.0824063,-0.3893701,-2.7612767,1.2700039,1.6619242,-0.62590605,0.122005686,-1.980014,-1.3302788,0.3962499,-0.39898953,0.3659456,-1.1476274,0.8931125,-1.3746008,-1.0084093,-0.6326185,-0.38200453,1.4238553,0.29778317,-0.62762785,0.9545855,3.5798986,-4.8009496,2.1203134,-1.6163683,-2.2125812,-2.1116188,-4.017317,-0.07280739,-3.4510157,0.7857539,-0.5786658,1.6607785,0.46316674,1.0250337,-1.2992305,-1.5671363,-1.9786891,-0.95045364,-1.4792846,0.16385713,-1.6587379,-3.5811899,-1.1433715,-0.46815106,0.018144272,1.3781394,-1.0129325,3.6211624,0.06962103,0.9856618,-1.6008137,0.6440041,-0.38224977,0.96795726,-2.8998408,-2.5837448,-0.19392933
2,0.59909755,3.3394547,-0.4118011,-0.8135334,0.7758696,0.15163837,1.410245,-1.8763709,-0.29579663,-1.5316739,1.2335727,-0.15474635,-0.37255234,0.45341313,-1.221338,2.1851375,-0.36253396,1.7627947,-0.5480503,0.4696753,-0.41046748,1.4451921,0.8871591,3.8953524,4.9087853,0.46693116,-0.13262619,0.8560153,-0.9747175,0.58684254,-1.989305,1.861498,0.10895303,2.6948657,3.6428053,1.1395961,1.7995793,0.012440407,0.28387648,5.565604,3.844663,2.040006,-0.69119835,-3.7329605,0.83923525,1.4917063,0.5310267,-1.6427208,-2.344822,0.800464,0.95685273,0.31715146,-0.6923464,0.7501551,-0.28397328,-1.0865651,0.2742283,-1.4040235,-0.9564029,0.879471,1.0250328,1.1268132,0.046254292,1.9641024,-6.1246266,2.6239843,-0.5069135,-2.257748,-1.8666036,-4.2961392,0.96512735,1.1862797,2.3176928,-1.2895222,0.8595291,1.1246444,-0.05682455,0.26299077,-1.5361125,-0.18570854,-0.4807085,-0.48637187,0.4534783,-1.130672,-3.2930982,0.95054823,0.9977054,2.1766162,-0.094984755,0.40938425,2.128683,0.038424455,0.16195202,0.20415331,0.93900096,0.6561196,0.48667434,-3.2610137,-2.0615594,1.6156914
3,-0.60128915,2.1118495,-1.478185,-0.41127124,1.3393323,-0.4317572,2.039916,0.18311411,1.8977234,-1.7677827,0.46565107,0.3763063,-0.70298725,1.3156656,0.6608031,-1.1076369,-0.40033802,0.8913708,1.3539919,-0.042769518,-0.88269395,2.2695236,-1.4582564,3.0864363,2.2829347,0.4848422,0.088522755,0.9576864,-1.5559983,1.2833462,-1.7395967,2.4244525,1.424481,0.65233725,4.9014025,-0.20816272,0.2007455,-0.36509752,1.16895,3.3680868,2.5999749,2.0279965,0.810746,-3.0336285,2.784279,4.6981554,-0.3446819,-1.134745,-0.2336869,3.1402678,1.7175671,1.4303459,-0.35565767,-1.4937301,-0.90812534,-3.2265255,-1.3323048,-2.7140183,-0.979106,0.6596277,1.1422845,-1.498779,-1.1050265,0.9674233,-3.5136669,0.7966377,0.9856168,-3.124386,-2.1686358,-4.9272327,-0.27448937,0.34660774,3.430397,-1.5374161,0.6005635,-0.38829947,0.41903773,-0.13163088,-1.9507705,-2.135325,1.8376055,0.7662003,2.2184203,1.1326237,-1.0286646,1.4047719,-1.5296849,1.9616718,-0.7028129,2.4732745,1.8246372,1.2879682,2.093056,1.6974126,0.15092218,1.099466,-0.73151064,-2.362166,-0.8993939,-1.5159941
4,-0.7126973,0.36244196,-0.9854167,-0.26650116,-1.0681502,-0.18385977,2.9282742,-0.44277844,1.603941,-2.8894908,0.25198916,0.12886393,-0.7338389,0.24050026,0.00524391,-0.14968309,-1.7728664,1.7243965,1.3943607,1.1845616,-0.868489,1.8854715,0.46842575,4.1989255,0.4611715,0.46244797,-2.0915055,1.8586562,-1.4801158,0.7964557,0.47551656,2.7357743,0.51116294,-1.4890953,2.939027,0.9552226,2.840649,-2.048338,-0.057239514,3.1456032,1.8176662,1.561195,-2.7417216,-3.0947704,4.8652215,3.982574,-1.72969,-1.1298636,-0.28966075,0.40538222,2.4539213,0.65472656,0.28588662,-2.286528,-0.058386847,-0.6734303,-1.6848156,-1.6243402,-2.2926106,-1.0222584,0.10540766,0.018083816,-0.6664651,3.1763635,-4.5149646,2.8993473,-0.06299972,-4.183373,-1.661313,-4.627234,-1.0373574,-0.15090641,2.3586967,-2.4849935,0.3474809,-1.5777282,0.48289695,0.18048844,-2.524016,-1.0915234,0.22199696,0.57102555,-0.49020565,2.4126806,-1.4927138,2.247854,0.023265243,0.7298867,-0.1094212,1.0138882,1.4925604,0.39324895,1.5694261,-0.3579388,-0.14847128,0.6076774,-0.512417,-2.031583,-0.59306175,-1.8412367
5,-0.40759727,0.88545144,-0.39823845,-0.8302374,-0.1649598,-0.21558227,2.217509,0.4449479,1.8603083,-2.6126988,-0.33188528,-0.11477328,-0.68899316,0.47801837,-1.9646485,1.0235553,-0.52050203,2.3174517,1.7191136,-0.8982769,0.8979821,3.5017846,-1.050392,5.9491367,1.1090951,-0.2647474,-2.0041413,1.2547835,-2.0087023,-0.9056229,1.2147626,1.2412246,1.1323088,-2.822261,1.8012528,1.6010584,1.7470586,-1.0899887,0.24280344,3.7413082,0.8395468,2.9481833,-1.3986882,-2.1925552,2.7852445,2.2951527,-1.8171732,1.299759,-1.3291749,1.5373924,0.78141385,-0.23707978,-0.78231955,0.84203905,0.97820145,-0.4880413,-0.33483073,-2.3455956,-0.025433972,-1.4202237,-0.5261505,0.40055555,-1.0725538,3.9744093,-4.8831034,0.7337434,2.21968,-3.0176036,0.27231878,-5.5257463,0.23080602,-1.0133234,4.622693,-0.44538376,0.77728724,-1.251132,-0.31882736,-0.9445492,-2.4104314,-2.2272413,0.019369679,-1.0135323,-0.349476,3.5972424,-3.6569653,0.88370466,0.23117684,1.4547375,-3.2030437,-0.07801739,2.1972055,-0.24211317,-0.6146717,-1.1303275,-0.71969664,-0.488001,-0.14603727,-3.6565366,-0.19805595,-0.971016
6,-0.8285281,-1.0721567,-1.5787376,-0.87053114,-0.92549425,-0.08333689,3.3890302,0.05088068,2.8802443,-2.4689057,0.472336,-0.34358123,1.1489736,-0.38121992,-1.9698007,0.5702657,-0.4046257,2.59954,1.9066701,1.2290794,1.0667747,5.061539,0.9299561,4.0491133,2.0807216,0.21309343,-3.6581354,1.9154397,-0.047741484,-2.1559918,0.58480567,1.7910895,1.466353,-1.4389807,0.7423281,1.2462592,0.6849918,-1.8214467,0.62237704,2.4537086,1.5002283,4.4876904,-3.392278,-1.8230214,3.7037811,2.862035,-1.4085646,1.4120872,0.63886714,1.1022235,0.5871708,-0.8804554,0.24456862,0.30112803,-1.9489822,-2.0731819,-1.2716482,-1.5054495,-0.14599715,-1.0174594,-0.9979811,-1.7573225,-0.67801845,2.1706114,-4.7362614,-0.5389469,0.8630934,-3.960417,-2.0289123,-5.3737173,0.4111844,-0.25693738,4.583075,0.1162679,0.23786415,1.1223261,0.07106134,-0.75343174,0.0126455175,-1.0543633,2.0098636,0.75476587,-1.0284115,5.8086987,-3.3683863,0.69514877,-0.8166738,0.8965583,-0.77503294,-1.8732535,0.7775569,-1.7397168,-1.6866783,-1.9964403,1.2471693,1.270581,1.6732875,-3.4064019,0.8567171,-0.6146388
7,1.2136164,-0.6662464,-1.535667,0.4384794,-2.0862353,-1.0306942,3.1012745,-0.6909067,1.8877648,-0.99898946,1.145557,0.0048661293,1.2352577,0.9953465,0.2295607,0.45455924,0.037323214,2.21317,-0.3789586,0.33690426,0.14346811,0.30419663,0.70754683,1.6881529,0.597932,-0.68346846,-3.243307,1.4697968,-1.6839588,-1.9179182,1.3540269,2.058889,2.412851,-3.537198,-0.43242985,0.79938745,0.89004636,0.24904777,-0.16882607,1.8970412,0.7958874,3.458088,-0.8812006,-0.87764686,-0.69345325,0.12718095,-0.62478554,3.6764288,0.10619666,0.623938,0.30600426,-0.5781821,-0.6516062,-0.35949972,-2.4673162,-2.2764766,-2.7123334,-2.7303848,0.58875346,-1.1353164,0.18888989,-0.93849194,-1.1153879,2.5971224,-6.1318393,1.134496,-0.16900839,-2.4345908,-1.1873784,-6.0615993,0.7560084,0.23889184,2.4614685,1.7717572,0.50747776,0.06539908,0.3793258,-1.7610304,1.1352099,-0.0662725,0.72046787,0.31911337,-1.2466948,7.0812993,-5.2148037,1.0459604,-0.817542,0.89726895,-2.7924068,0.9717355,0.51195955,-0.09629483,-1.7587081,-1.0951766,3.7238686,1.8899198,-0.5736244,-1.2455573,-1.5014807,-1.141448
8,0.7114714,-0.5250636,-2.3560205,1.4609237,-0.52526534,-2.1324193,0.7436732,-0.036195006,-0.5510825,0.10970826,2.4948492,0.5877306,1.0777793,-1.0466952,0.11379585,0.20739895,-0.05206015,2.1550202,-1.3664693,1.2837751,1.3868968,0.30033228,0.8988701,1.6429764,-1.23967,-3.0885932,-2.8059254,0.87622523,-1.1516186,-2.1858892,0.040931784,-0.12864162,4.2769065,-2.070856,-0.12478542,0.2717316,-0.39586636,-1.1634219,2.0558867,1.715432,1.8691114,3.2416744,2.0052288,-1.861388,1.1409807,-1.061632,0.25853103,3.562082,0.74161017,-0.5195871,0.47863758,1.1025876,1.8482207,-1.123856,-2.4905682,-1.5045999,-2.9410765,-2.1790993,0.081169315,0.03228237,0.34800294,-0.9397321,-0.25366578,3.2312317,-9.017047,0.7819438,0.42103004,0.22171596,-0.6600327,-5.268205,-0.36810333,1.6751688,-0.88985145,1.8720365,0.47727785,3.5472124,0.614065,-1.8020991,-1.0186799,1.797964,0.31405544,2.0494008,-0.12959234,7.5155163,-4.6459227,1.2228804,-3.2511747,-0.9298454,-4.7552276,1.1997378,-0.3133595,0.89200646,-0.74287975,-0.88010526,3.2588487,3.0762093,0.113872044,-1.9776952,-1.6927692,0.015247508
9,1.0031655,-1.4157268,-4.8673816,2.0011308,0.47749943,-0.6279023,0.3045574,-0.13349041,2.8849492,-0.2676956,0.38982368,-0.40717545,2.1520338,-1.6131934,-1.4072722,-0.75644696,-1.0301325,0.2995915,1.136304,1.6854886,0.116028436,1.5892287,-0.23773365,1.3609385,-1.1407825,-1.348718,-1.1298991,0.9966948,0.022987051,-0.64466655,-0.6963931,-1.0718198,0.9209376,-2.8877208,2.2774518,-0.8608872,-0.2517917,-0.5746289,2.185098,1.7958077,-0.034554627,1.9761726,-1.3932544,-0.39131466,1.1231638,-1.3110219,0.6833777,-0.26216948,0.94423485,-0.46804687,-1.2293054,2.6836898,0.6439512,-1.0148057,-1.1428217,-1.5107826,-1.1430877,-0.13188109,0.5586382,-2.3847225,1.5837684,-0.99923253,0.56717277,1.841086,-8.865767,1.6606989,-0.2933643,-0.669746,0.975373,-1.638125,0.99204314,1.1299866,-0.5105806,-0.2970595,-0.98966205,-0.5371749,1.5676012,-1.7681646,-1.4284062,1.1180333,-1.860154,0.998566,0.16597964,6.685788,-2.0394561,1.6442275,-0.69097424,-1.0628405,-1.7844956,-0.9430738,-1.3302612,0.47081488,-2.659509,-0.1490164,1.8420901,1.2054846,-0.8455042,-1.5812534,-0.91659266,-0.9294288
