,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0,-0.37030235,1.6068186,-2.615281,-0.71334475,-1.2153786,-5.5026274,11.785641,-0.7817795,2.3472817,0.5835992,-0.6556659,1.7688464,0.83918655,-0.23160546,2.2086816,0.32500222,-3.211144,-1.1338449,3.0391219,2.4009442,-1.4471619,-2.023399,-1.6006948,0.14681047,-2.4416559,1.3910605,-1.1754153,0.75863785,0.32215196,0.55967474,0.40236533,-0.45554927,-0.6151998,-2.4503694,-0.49971578,1.1812582,-1.5633843,-1.115894,-2.3072455,-7.278334,-0.8934063,3.359035,-0.29940096,-1.8546778,-2.1806035,-0.25073284,2.5469127,-4.385672,2.6065648,0.23668118,0.41994056,1.1042145,1.5952098,-4.012799,1.9866315,-2.3234844,0.41224238,1.122861,1.571422,1.693426,-1.1423383,-2.2286913,2.0279763,-0.90055966,-0.68305796,-0.71464026,1.2560037,1.3485035,-0.55336505,0.5196577,-2.9156232,2.063746,1.2469012,0.10601159,5.9265566,-1.6595865,-2.8830504,-4.0665045,-2.269584,2.266562,2.2236702,-0.84520257,1.5818527,-2.226996,3.8913527,-3.235923,0.28343293,-1.448847,-1.8974177,1.7343713,-10.004172,3.1195726,0.40201193,-1.015839,-0.90669924,-1.315489,3.5862968,1.5029082,4.501669,-0.3252732
1,1.3771739,2.159786,-1.9883633,0.8623336,-0.70654345,-4.009551,9.55145,-1.8318076,0.95451605,-0.11496686,0.35609493,2.7413566,-0.09437774,-1.1099136,-1.0559407,0.8768188,-2.3342,0.3934171,1.8178154,2.414285,-1.9441389,0.2964822,-1.3089447,1.6028374,-3.2266715,0.49219158,-3.4672847,-0.09032448,1.4327313,-0.20184521,1.8543756,2.3693516,0.43078783,1.2665459,1.3212891,-0.46979228,-0.8089417,0.5213161,0.45813036,-5.3136353,-3.7116168,5.699745,-0.23560838,-0.28330684,-3.89452,0.18544073,2.6465065,-5.3129764,2.4038796,-0.09391279,0.7418456,1.8337557,0.7828512,-3.0745516,2.070506,-3.464877,-0.6644191,-0.6538635,0.416439,2.4201372,0.88371617,-2.8307056,3.1522806,-0.38599753,1.505228,0.862536,0.29748845,1.2709526,0.01677084,2.054724,-2.2002168,2.0566056,1.6352061,0.3061051,6.0739074,-1.2057302,-1.7754893,-4.9337373,1.0378227,1.9696319,0.75842965,1.7989208,4.121806,-1.3184433,3.3933516,-3.369301,-1.5337877,-2.1345026,0.095223196,2.0765817,-9.145643,6.182864,0.2612271,0.4337554,-0.26944044,-1.1125307,4.784812,0.5139651,4.72915,-0.7733587
2,2.1676266,0.6899151,-3.4332445,-1.6380055,-0.24886408,-2.6157794,8.609533,0.8432266,1.1721187,-0.5371975,2.65143,1.4796296,0.78639585,-1.5652144,0.02649064,-0.15477818,-1.3527739,0.6569127,1.0429257,1.7000191,-0.9613803,0.4381925,0.32038116,-0.5926082,-2.484446,-0.076671384,-3.2638092,-1.6782998,0.24895957,0.25954875,1.057017,3.6405032,0.43395922,1.4346894,2.0465162,-1.2790062,-3.4289248,-0.0065443763,2.3394399,-4.8519382,-3.6392746,6.4126534,-1.3819776,-1.9131148,-2.686092,-1.2652998,0.64151466,-3.9478269,-0.27102754,2.1836753,0.4314508,3.513306,1.1122904,-2.9320862,1.7746694,-0.67797303,0.56720895,-2.3580673,-0.8159025,3.051195,0.84640497,-1.2926884,1.5426725,1.1372762,1.0447496,3.706542,-1.2153734,1.2654986,-0.47613177,0.58951825,-4.53065,-2.6464353,2.13234,3.0806973,5.582192,-2.9977298,-3.2125854,-3.4808462,1.8041824,2.3949082,2.6569724,3.3050106,5.077165,0.16380766,4.7457404,-5.0093803,0.11295057,-3.5262682,-2.9916337,3.8253832,-6.359557,4.971128,1.0536311,0.5310467,2.3673453,-0.8587334,5.4712524,-0.98280126,2.2311006,-0.203838
3,2.667748,0.23839416,-3.5104702,-2.533107,-1.7286685,-0.070502326,10.523539,-1.5074503,1.136564,-1.2007408,1.9595227,2.2413337,0.1692881,-2.0646858,0.94561714,-0.8828463,-1.9664036,1.8715818,0.26104513,0.13652967,-0.28661406,2.1984806,-0.796802,-0.035229087,-1.8253741,-2.675503,-4.500155,1.7827379,1.4665706,0.06870433,1.5673047,5.604421,-0.32816672,-0.24397393,1.1704903,-0.12573871,-3.0463595,-2.2368734,-2.4868054,-3.716603,-1.7570955,4.9871826,0.21370755,-0.53304255,-3.2109413,-0.120528385,1.780267,-3.785383,0.18364558,-1.1028436,-1.0362215,3.7520223,1.3155688,-1.8697839,3.0945904,-1.1860672,1.9896426,-1.4000612,-0.6795784,2.840593,0.12257896,0.3771331,2.1398423,0.97791034,1.637426,3.1040108,-1.753267,2.5572958,-2.3493743,1.9538517,-4.4439073,-3.3701642,2.69913,2.8933828,5.241284,-3.789765,-2.851773,-3.220804,-0.1553934,2.891621,2.825875,3.0236115,8.34997,0.37574995,1.7137053,-7.079628,0.4018217,-2.3501315,-2.6666787,4.2133946,-1.0648404,4.7662597,-1.8093836,1.1303741,2.458531,1.9178674,6.0212164,0.6344362,1.8043511,-0.6168949
4,3.5309541,-0.3656127,-3.0463245,-0.78997135,-0.9995624,-1.4895941,10.679241,-0.48875183,1.7012826,-1.6766487,0.4736042,2.7680569,0.34219214,-2.0707982,-1.0196719,-0.9174605,-0.93036824,2.1186507,0.13881624,-0.88235766,0.954056,2.3396482,-1.6252577,0.03268434,-1.9472772,-3.102681,-4.19768,0.91149956,0.81949955,-0.41418245,-1.5635283,4.2626686,0.22502238,0.9857025,0.7790691,1.1167315,-2.6988497,-2.1500645,-0.48144045,-3.795835,-1.3917872,5.8583336,-0.043013908,-0.18487898,-3.1450548,-2.4420123,0.99532497,-3.7886934,-1.4540176,-1.7075992,-0.1165736,2.401456,-0.22657156,-0.42757612,2.4407732,-1.979093,1.1662382,-0.57185423,-2.6008067,2.4869492,0.0436707,0.021703992,4.991408,0.45423466,2.3290946,3.317341,-3.8931396,2.0844662,-0.5517055,-1.469562,-4.6982183,-3.3920014,2.341234,3.381099,4.118395,-0.63543767,-0.8523763,-1.172215,0.41823468,2.3370614,3.257814,2.1127653,7.4761853,-0.9005979,1.4335226,-6.8550463,0.31964162,-1.6485726,-0.7925573,4.96947,-0.39644548,6.1137233,-0.13218847,1.488644,3.382304,1.3331163,7.5104427,-0.7170348,0.04241389,-0.17820233
5,4.7903705,-2.0532413,-1.7119234,-0.00355184,-0.10799137,-2.8438172,11.402961,0.30989906,0.57592994,-0.6278913,1.1226128,1.9004382,-0.13278826,-1.4934256,0.37538597,-0.5090447,-0.3746207,3.0137472,2.06232,-1.6580241,1.3385386,1.0876967,-0.63467413,-1.0881197,-0.0034883057,-2.6358588,-2.3330932,0.61753523,-0.1831661,-0.90106463,-1.7693421,3.270259,0.6774287,-0.19710049,0.22642362,1.4519919,-0.010165383,-0.84319425,1.088529,-6.3666444,-1.7285806,4.826276,0.110789046,-0.10389706,-3.5674486,-0.76819724,1.5562328,-5.481807,-0.40302587,0.16708551,0.7277497,2.6381,-0.584287,0.25563997,3.8316724,-2.4097018,0.631668,0.6186942,-1.7357453,1.8170414,-1.105367,-1.6197845,4.486797,0.038891695,-0.67939186,2.863016,-0.6715445,3.1002157,-1.7581136,-0.24033657,-1.6771019,-1.8450056,-0.26954052,2.6891894,3.345348,0.23214781,1.8468246,-2.0554276,0.18227458,2.3454154,1.5113866,2.8971536,5.343391,-1.7237245,0.16541575,-4.664982,-0.76950145,1.3885766,0.6062285,4.726885,-3.0447495,4.3686957,-0.7539656,1.0923338,1.8236794,-0.2506672,6.37677,0.7380774,0.10877594,-1.245816
6,4.4112473,-2.1868417,-2.6237195,-1.3947605,2.0308,-2.647673,10.846312,-1.7805488,0.5823013,-0.72593135,1.5464754,1.4360256,-1.4534672,0.42577007,-0.03120464,-0.7556686,0.56869787,2.7956443,2.7538095,1.0959176,0.2776266,1.0441152,0.07160851,0.8858939,0.06372352,-3.864152,-1.0524099,-0.563489,-1.4278816,-1.6603369,-1.4522481,3.8832295,0.08180619,-2.512604,1.7480901,0.5245371,0.0891927,1.6239096,-0.17031682,-5.2746286,-1.0806534,4.5276575,0.6425202,-0.06575138,-3.070705,-1.6699016,1.4572132,-5.8130155,-1.4998084,3.4049191,0.8996223,3.6388326,0.40911177,0.57502156,2.841183,-2.907113,0.3659858,0.10956303,-0.5636082,0.070628166,0.492627,-0.9610443,3.8269322,-2.1428337,0.27948126,1.5391996,-1.385832,1.8910918,-1.0580438,0.8777108,-0.72455853,-1.9007518,-1.1734065,3.0234995,2.7541301,-0.8338269,1.3287511,-4.0133543,-1.8769194,3.3069065,0.26293433,1.6553658,6.4799323,-1.0782716,0.49774382,-3.5837622,0.9769689,0.99435747,-0.3481192,3.509931,-1.0462458,4.4699616,-1.7056308,1.9672425,1.6901941,0.9290147,4.9868135,2.201561,-0.79357946,-0.23292243
7,2.4108965,-2.197037,-2.7935321,-0.12881255,-0.21357891,-3.3883767,9.363677,-0.69776475,-1.462645,-1.5345918,-0.043309238,0.46215695,-0.7373322,1.4428266,0.53475446,0.18151817,0.70862436,1.9364247,5.899775,0.07566469,0.8921659,-0.9461745,-1.5827543,-0.5556179,1.3023039,-2.8857949,-0.27820113,-0.647286,-0.13548854,-0.7752291,-0.30467495,2.3595974,1.1965805,0.9767972,-0.13644962,0.20873828,-0.99027836,1.9337577,2.3922431,-8.100287,-0.0017639447,7.0916405,1.2092683,0.82794696,-2.000214,1.6363833,1.2235233,-5.66638,-2.4707847,1.5928514,1.7507894,3.5428538,0.46393836,-0.88666314,4.195709,-1.1330731,-0.36115652,0.55491966,-0.14756416,1.3324324,0.7022631,0.023333253,3.8172894,-0.5189852,0.026302181,-0.17221132,0.13072269,1.9937001,-0.16141592,1.8651364,-2.4003844,-0.2560231,-2.1534724,1.4161402,2.8593557,-0.40826222,0.55659086,-4.16119,0.6570839,0.63463634,0.68723214,2.4967499,5.3539257,-4.6538386,1.2319908,-4.7766566,2.0164156,-0.5494497,1.5906792,1.8825595,-0.6395326,4.3581076,-0.8901667,1.6215286,2.1669734,-0.15005319,3.174659,-0.34278485,0.9017855,-0.042365566
8,0.5662331,-2.8764603,-2.2531643,1.4851131,-1.7860657,-1.7489239,9.842355,-0.22000809,-0.028144993,0.59063655,1.0672481,0.27564213,-1.1600431,1.7126005,-0.024763292,0.4326537,1.5727205,2.5113602,5.4361577,-1.029037,1.3705045,0.32644194,0.16483796,-1.5344481,0.9685525,-3.7419267,1.0681274,0.85305524,0.86464316,0.26936343,0.08316751,2.809665,1.3521883,-0.51905406,1.6907514,0.48409143,-0.75442356,0.01800552,1.1223025,-6.0164657,0.006244953,7.438158,0.19742444,0.105869286,-2.97081,0.3622811,1.134226,-5.9961867,-0.9110618,1.7342322,2.0196333,3.2225118,2.3326466,-1.1527507,5.656953,-2.086176,0.34627432,1.0837806,0.4115236,0.05473293,0.61673385,-1.1004815,2.495707,0.3178838,-0.9046545,-0.43574974,-0.28186816,4.4030194,0.20886488,-0.19962354,-2.0753753,-0.6861077,-0.6228999,2.5335555,1.5804797,0.19491547,-1.6071115,-4.270783,0.790771,0.9176781,0.08064822,3.1257696,6.3097887,-2.5112271,1.9170811,-4.3095,1.0912925,0.22019035,0.3585367,3.1702838,-1.0196667,4.6011176,-0.31124243,1.2384261,2.5139437,1.5709646,2.8435478,0.09816172,-0.11696698,-0.07002564
9,1.7545942,-1.3584392,-3.064702,1.1343442,-1.1874144,-0.15736185,8.812905,0.07439948,-0.09086554,-2.059003,0.73571557,0.49579728,-0.31133106,-1.6330594,0.4084837,1.4152105,1.0822242,1.6595457,2.8691404,-0.9274024,0.10375094,-0.3594817,1.9247537,-1.169926,1.2801251,-2.0023615,1.0093389,-0.41068384,-1.1744343,1.5673405,-0.20237198,1.111825,1.4531423,-1.202645,0.43787378,0.1284142,0.23485588,0.2287309,-2.1645534,-3.3944898,0.48677295,5.831876,-0.51856333,0.37364444,-2.5233526,0.8219131,0.206841,-5.845889,-1.2671876,0.5190308,1.2355919,2.7965705,1.7106583,-0.8020286,3.6248682,-0.92856157,0.2194799,-0.32928208,0.42329016,0.9888726,-1.5374981,-2.2609296,0.9648714,-0.7664499,-1.5577286,1.3384976,-1.6093227,2.0106332,-0.16415033,-0.06968502,-0.32966548,-0.3098896,1.0137048,2.5891967,0.4533808,0.98187274,-0.8662889,-4.122842,0.7614261,0.7408343,-0.044925146,0.54728204,3.6625261,-0.9817876,0.27818364,-2.4531784,1.5948642,-0.8533373,-0.39101544,3.3153298,0.51215273,4.74557,-0.81385696,-0.15828636,0.099251896,-1.3140808,4.710942,0.15171088,-0.6887246,-1.38936
